"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei.y","Threshold.membrane.y","Surface.Segmentation","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Phenotype","Details","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","phenotype.label","migration.perturbed","division.perturbed","orientation.perturbed"
"Fgfr.slide2_image40_right.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image40_right","yes",120,42.5,"-","yes","9.38","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated in the trunk with the TVCs and the 2 TVCs didin't divide","not good","Corresponds to a separate embryo","Fgfr.slide2_image40_right.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Fgfr.slide2_image43.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image43","yes",80.2,30.2,"-","yes","31.6","-","problem migration, orientation and division","enhanced ATM migration / enhanced ATM division / TVC cell alignment","one of the ATM migrated and divided (but not completely) in the trunk with the TVCs; the TVCs divided but not in the medio-lateral orientation, so cells are aligned; the ATM that stayed in the tail divided but not completely","good","Ambiguous phenotype; the ATMs divided (one in the trunk, one in the tail) but not completely, nuclei separated but still in the same cell","Fgfr.slide2_image43.2020_10_06","migration/division/orientation perturbed",TRUE,TRUE,TRUE
"Fgfr.slide2_image46_right.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image46_right","yes",85.1,42.6,"-","yes","36.6","-","problem division","enhanced ATM division / enhanced TVC division","one of the ATM divided in the tail; they are 2 extra cells in the trunk with the TVCs","correct","Ambiguous phenotype, difficult to identify the cells","Fgfr.slide2_image46_right.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Fgfr.slide2_image47.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image47","yes",90.4,35,"-","yes","20.3","-","problem division","inhibited TVC division","one of the TVCs didn't divide; the other TVC divided but not completely (not seen in the segmentation)","good","one TVC divided not completely but not seen in the segmentation, nuclei enough separated but in the same cell","Fgfr.slide2_image47.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Fgfr.slide2_image51.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image51","yes",85.1,40.1,"-","yes","32.8","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated with the TVCs in the trunk and divided","correct","-","Fgfr.slide2_image51.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Fgfr.slide2_image57.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image57","yes",80,32.7,"-","yes","47.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Fgfr.slide2_image57.2020_10_06","orientation perturbed",FALSE,FALSE,TRUE
"Fgfr.slide2_image58.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image58","yes",77.3,35,"-","yes","37.2","-","problem division","inhibited TVC division","one of the TVCs didn't divide in the trunk","good","-","Fgfr.slide2_image58.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Fgfr.slide2_image6.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image6","yes",74.6,27.5,"-","yes","37.4","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATMs migrated with the TVCs in the trunk; one of the TVCs didn't divide in the trunk","good","-","Fgfr.slide2_image6.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Fgfr.slide2_image60.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image60","yes",74.9,27.6,"-","yes","26.9","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated with the TVCs in the trunk and divided","good","-","Fgfr.slide2_image60.2020_10_06","migration/division perturbed",TRUE,TRUE,FALSE
"Fgfr.slide2_image63.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image63","yes",85.2,40.1,"-","yes","41.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","-","Fgfr.slide2_image63.2020_10_06","orientation perturbed",FALSE,FALSE,TRUE
"Fgfr.slide2_image7.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image7","yes",91.5,42.5,"-","yes","47.9","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells not correctly oriented","good","-","Fgfr.slide2_image7.2020_10_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image1.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image1","yes",23.1,22.2,"-","yes","34.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","Don't see all the ATM cells (image not centered)","Foxf.image1.2020_07_23","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image10_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image10_left","yes",22.6,22.6,"-","yes","44.1","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned (this TVC division is not completed but it's not seen in the segmentation because nuclei are far enough so considered as 2 cells)","good","One TVC division is not completed but it's not seen in the segmentation because nuclei are far enough so considered as 2 cells","Foxf.image10_left.2020_07_23","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image10_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Foxf","image10_right","yes",31.2,23,"-","yes","32.9","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Foxf.image10_right.2020_07_14","division perturbed",FALSE,TRUE,FALSE
"Foxf.image10_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image10_right","yes",22.6,17.7,"-","yes","44.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned (this TVC division is not completed but it's not seen in the segmentation because nuclei are far enough so considered as 2 cells)","good","Don't see all the ATM cells (image not centered), and one TVC division is not completed but it's not seen in the segmentation because nuclei are far enough so considered as 2 cells","Foxf.image10_right.2020_07_23","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image11.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image11","yes",40.8,30,"-","yes","22.7","-","problem orientation","TVC cell alignment","one of the TVC divided but not in the medio-lateral orientation, so cells are aligned","good","Don't see all the ATM cells (image not centered)","Foxf.image11.2020_06_17","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image12.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image12","yes",35.2,30.9,"-","yes","15.3","-","problem division","enhanced ATM division / inhibited TVC division / enhanced TVC division","one of the ATM divided in the tail; one of the TVC didn't divide completely in the trunk (not seen because segmentation considered as 2 cells) and the other TVC started the second division (but not seen in segmentation because nuclei too close to each other, considered as 1 cell)","good","Ambiguous phenotype, difficult to identify the cells","Foxf.image12.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"Foxf.image13_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image13_left","yes",35.3,34.4,"-","yes","30.1","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk (one started the division, but nuclei too close so considered as 1 cell in the segmentation)","good","Ambiguous phenotype, difficult to identify the cells","Foxf.image13_left.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"Foxf.image13_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image13_right","yes",35.3,40.1,"-","yes","32.3","-","problem division","enhanced ATM division / inhibited TVC division","one of the ATM divided in the tail; the 2 TVCs didn't divide in the trunk","correct","Ambiguous phenotype, difficult to identify the cells","Foxf.image13_right.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"Foxf.image14.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image14","yes",50.1,24.6,"-","yes","-","no distance - only one group in the trunk","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated in the trunk with the TVCs; and one of the ATM divided","good","-","Foxf.image14.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Foxf.image2.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image2","yes",24.9,15,"-","yes","21","-","problem division and orientation","inhibited TVC division / TVC cell alignment","one of the TVC didn't divide in the trunk and the other TVC divided but not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.image2.2020_07_23","division/orientation perturbed",FALSE,TRUE,TRUE
"Foxf.image3.2020_07_14","2020_07_14","Yelena Bernadskaya","Foxf","image3","yes",25.5,17,"-","yes","32.3","-","problem orientation","TVC cell alignment","the 2 TVCs divided but not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.image3.2020_07_14","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image3.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image3","yes",23.3,12.5,"-","yes","31.6","-","problem division","enhanced ATM division / inhibited TVC division","one of the ATM divided in the tail, and one of the TVC didn't divide in the trunk","good","Don't see all the ATM cells (image not centered)","Foxf.image3.2020_07_23","division perturbed",FALSE,TRUE,FALSE
"Foxf.image4.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image4","yes",54.7,16.1,"-","yes","23","-","problem orientation","TVC cell alignment","one of the TVC divided but not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.image4.2020_06_17","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image4.2020_07_14","2020_07_14","Yelena Bernadskaya","Foxf","image4","yes",30.3,31.4,"-","yes","0","groups connected","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate, didn't divide and stayed in the tail, the other TVC didn't migrate enough in the trunk and still attached to the ATMs group, and it didn't divide","good","-","Foxf.image4.2020_07_14","migration/division perturbed",TRUE,TRUE,FALSE
"Foxf.image4.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image4","yes",22.5,15.4,"-","yes","31.8","-","problem orientation","TVC cell alignment","the 2 TVC divided not in the medio-lateral orientation, so all cells are aligned","good","-","Foxf.image4.2020_07_23","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image5_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image5_left","yes",22.5,13.5,"-","yes","46.7","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","not good","Ambiguous phenotype between left and right","Foxf.image5_left.2020_07_23","division perturbed",FALSE,TRUE,FALSE
"Foxf.image5_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image5_right","yes",21.5,13.5,"-","yes","39.3","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","Ambiguous phenotype between left and right, don't see all the ATM cells (image not centered)","Foxf.image5_right.2020_07_23","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image6.2020_07_14","2020_07_14","Yelena Bernadskaya","Foxf","image6","yes",25.4,13.6,"-","yes","30.2","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","not good","-","Foxf.image6.2020_07_14","division perturbed",FALSE,TRUE,FALSE
"Foxf.image8_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image8_left","yes",22.4,12.9,"-","yes","21.5","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","not good","-","Foxf.image8_left.2020_07_23","division perturbed",FALSE,TRUE,FALSE
"Foxf.image8_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image8_right","yes",22.4,12.9,"-","yes","18.1","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","not good","-","Foxf.image8_right.2020_07_23","division perturbed",FALSE,TRUE,FALSE
"Foxf.image9_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Foxf","image9_left","yes",40.2,16,"-","yes","30.4","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","not good","-","Foxf.image9_left.2020_07_14","division perturbed",FALSE,TRUE,FALSE
"Foxf.slide1_image1.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image1","yes",150,21.8,"-","yes","4.38","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.slide1_image1.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image10.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image10","yes",113,32.5,"-","yes","12.3","-","problem migration and orientation","enhanced ATM migration / TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned; and one ATM migrated in the trunk","good","-","Foxf.slide1_image10.2020_02_06","migration/orientation perturbed",TRUE,FALSE,TRUE
"Foxf.slide1_image14_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image14_left","yes",99.4,34.2,"-","yes","44.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation; the cells are aligned","good","-","Foxf.slide1_image14_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image14_right.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image14_right","yes",99.4,34.2,"-","yes","43.7","-","problem migration and orientation","inhibited TVC migration / TVC cell alignment","one of the TVC didn't migrate and divided in the tail; the TVC that migrated in the trunk divided not in the medio-lateral orientation","good","-","Foxf.slide1_image14_right.2020_02_06","migration/orientation perturbed",TRUE,FALSE,TRUE
"Foxf.slide1_image15_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image15_left","yes",111,21.8,"-","yes","0","groups connected","problem migration","enhanced ATM migration","one of the ATM migrated but not completely so it is attached to the TVCs but also the other ATM in the tail ","good","-","Foxf.slide1_image15_left.2020_02_06","migration perturbed",TRUE,FALSE,FALSE
"Foxf.slide1_image15_right.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image15_right","yes",111,24.9,"-","yes","0","groups connected","problem migration and orientation","inhibited TVC migration / TVC cell alignment","The migration was not done completely, one of the TVC is still connected to the ATM and this TVC divide but not in the medio-lateral orientation","good","-","Foxf.slide1_image15_right.2020_02_06","migration/orientation perturbed",TRUE,FALSE,TRUE
"Foxf.slide1_image16.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image16","yes",115,35.3,"-","yes","10.8","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","good","-","Foxf.slide1_image16.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image17.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image17","yes",65.7,25,"-","yes","64.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","-","Foxf.slide1_image17.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image18.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image18","yes",103,31.2,"-","yes","26.8","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.slide1_image18.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image19.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image19","yes",115,35.8,"-","yes","15.3","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.slide1_image19.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image20.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image20","yes",105,37.8,"-","yes","26.3","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","not good","-","Foxf.slide1_image20.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image21.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image21","yes",98.3,38.5,"-","yes","22.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.slide1_image21.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image22_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image22_left","yes",116,25.9,"-","yes","0","groups connected","problem migration and orientation","inhibited TVC migration / TVC cell alignment","The migration was not done completely, one of the TVC is still connected to the ATM and this TVC divide but not in the medio-lateral orientation","good","-","Foxf.slide1_image22_left.2020_02_06","migration/orientation perturbed",TRUE,FALSE,TRUE
"Foxf.slide1_image4.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image4","yes",105,32,"-","yes","0","groups connected","problem division and migration","inhibited TVC migration / inhibited TVC division","the TVCs didn't migrate completely, one is still connected to the ATM and this TVC didn't divide","good","-","Foxf.slide1_image4.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Foxf.slide1_image8.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image8","yes",85,14.5,"-","yes","40.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.slide1_image8.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image1.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image1","yes",115,31,"-","yes","14.1","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.slide2_image1.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image10.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image10","yes",103,28,"-","yes","30.9","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","not good","-","Foxf.slide2_image10.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image12_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image12_left","yes",120,29.7,"-","yes","20.4","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.slide2_image12_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image12_right.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image12_right","yes",115,29.7,"-","yes","27.4","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.slide2_image12_right.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image13.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image13","yes",120,24.1,"-","yes","20.7","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","good","-","Foxf.slide2_image13.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image15.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image15","yes",120,22.9,"-","yes","29.4","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.slide2_image15.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image16.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image16","yes",113,14.9,"-","yes","0","groups connected","problem migration and orientation","inhibited TVC migration / TVC cell alignment","the migration was not done completely, one of the TVC is still connected to the ATM and this TVC divide but not in the medio-lateral orientation, so cells are aligned","not good","-","Foxf.slide2_image16.2020_02_06","migration/orientation perturbed",TRUE,FALSE,TRUE
"Foxf.slide2_image20.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image20","yes",125,19.5,"-","yes","5.59","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.slide2_image20.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image21.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image21","yes",102,29.7,"-","yes","12.5","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","-","Foxf.slide2_image21.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image22.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image22","yes",95.1,24.2,"-","yes","13.3","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.slide2_image22.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image25_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image25_left","yes",120,37.8,"-","yes","9.27","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","correct","-","Foxf.slide2_image25_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image26.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image26","yes",84.3,36.6,"-","yes","42.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","-","Foxf.slide2_image26.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image27_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image27_left","yes",105,29.1,"-","yes","14.5","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","not good","-","Foxf.slide2_image27_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image28.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image28","yes",115,20.6,"-","yes","15.2","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","not good","-","Foxf.slide2_image28.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image30_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image30_left","yes",90.3,26.4,"-","yes","27","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.slide2_image30_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image30_right.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image30_right","yes",90.3,26.4,"-","yes","25.1","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","-","Foxf.slide2_image30_right.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image31_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image31_left","yes",80,25.9,"-","yes","22.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","not good","-","Foxf.slide2_image31_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image32.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image32","yes",93.5,32.4,"-","yes","0","groups connected","problem migration and orientation","inhibited TVC migration / TVC cell alignment","the migration was not done completely, one of the TVC is still connected to the ATM and this TVC divided but not in the medio-lateral orientation, so cells are aligned","not good","-","Foxf.slide2_image32.2020_02_06","migration/orientation perturbed",TRUE,FALSE,TRUE
"Foxf.slide2_image4.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image4","yes",102,22.3,"-","yes","9.98","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","-","Foxf.slide2_image4.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image5.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image5","yes",94.3,17.3,"-","yes","24.3","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","good","-","Foxf.slide2_image5.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image6.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image6","yes",80.8,22.6,"-","yes","21.1","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","good","-","Foxf.slide2_image6.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image7.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image7","yes",120,35.5,"-","yes","30.5","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.slide2_image7.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image9.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image9","yes",86.4,36.8,"-","yes","27.3","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","-","Foxf.slide2_image9.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"FZD.slide1_image1_right.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image1_right","yes",66.2,45.4,"-","yes","20.3","-","problem division","enhanced ATM division","one of the ATM divided in the tail","correct","-","FZD.slide1_image1_right.2020_11_04","division perturbed",FALSE,TRUE,FALSE
"FZD.slide1_image1.2020_11_05","2020_11_05","Margaux Failla","FZD","slide1_image1","yes",89,32.9,"-","yes","0","groups connected","problem migration","enhanced ATM migration","the 2 ATMs migrated with the TVCs in the trunk but one is still a bit in the tail","good","-","FZD.slide1_image1.2020_11_05","migration perturbed",TRUE,FALSE,FALSE
"FZD.slide1_image10_left.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image10_left","yes",82.5,25.2,"-","yes","36","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVCs didin't migrate and didn't divide, it stayed in the tail with the ATMs","good","-","FZD.slide1_image10_left.2020_11_04","migration/division perturbed",TRUE,TRUE,FALSE
"FZD.slide1_image10.2020_11_05","2020_11_05","Margaux Failla","FZD","slide1_image10","yes",86.3,42.2,"-","yes","9.87","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","good","-","FZD.slide1_image10.2020_11_05","migration perturbed",TRUE,FALSE,FALSE
"FZD.slide1_image12.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image12","yes",88.3,32.4,"-","yes","11.7","-","problem migration and division","enhanced ATM migration / inhibited TVC division","the ATMs migrated a bit in the trunk; one of the TVCs didn't divide in the trunk (and a bit separated from the other TVCs)","correct","-","FZD.slide1_image12.2020_11_04","migration/division perturbed",TRUE,TRUE,FALSE
"FZD.slide1_image14.2020_11_05","2020_11_05","Margaux Failla","FZD","slide1_image14","yes",78.5,60,"-","yes","23.4","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","correct","-","FZD.slide1_image14.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"FZD.slide1_image15_left.2020_11_04","2020_11_04","Margaux Failla","FZD","slide1_image15_left","yes",80.2,30.2,"-","yes","0","groups connected","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk, but still attached to the other ATM in the tail","correct","the segmentation doesn't follow correctly the signal of the membrane","FZD.slide1_image15_left.2020_11_04","migration perturbed",TRUE,FALSE,FALSE
"FZD.slide1_image16.2020_11_05","2020_11_05","Margaux Failla","FZD","slide1_image16","yes",93.5,47.2,"-","yes","35.5","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","correct","-","FZD.slide1_image16.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"FZD.slide1_image19_right.2020_11_05","2020_11_05","Margaux Failla","FZD","slide1_image19_right","yes",80.3,52.6,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / inhibited TVC division","the 2 ATMs migrated with the TVCs in the trunk; the 2 TVCs didn't divide in the trunk","good","-","FZD.slide1_image19_right.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
