"","ensembl_gene_id","ensembl_transcript_id","external_gene_name","refseq_peptide","refseq_peptide_predicted"
"11286","ENSCING00000019131","ENSCINT00000032064","","",""
"11287","ENSCING00000018713","ENSCINT00000032841","","",""
"11288","ENSCING00000022232","ENSCINT00000031424","","","XP_002121107"
"11289","ENSCING00000019870","ENSCINT00000035459","","","XP_002125948"
"11290","ENSCING00000020085","ENSCINT00000033971","","","XP_002126151"
"11291","ENSCING00000023041","ENSCINT00000036355","","",""
"11292","ENSCING00000022914","ENSCINT00000033513","","",""
"11293","ENSCING00000024314","ENSCINT00000035748","","",""
"11294","ENSCING00000008783","ENSCINT00000017880","","","XP_002129159"
"11295","ENSCING00000023409","ENSCINT00000030813","","",""
"11296","ENSCING00000013447","ENSCINT00000024928","","","XP_026689941"
"11297","ENSCING00000013446","ENSCINT00000024926","","",""
"11298","ENSCING00000013445","ENSCINT00000024925","","","XP_009858508"
"11299","ENSCING00000019526","ENSCINT00000035991","","",""
"11300","ENSCING00000024572","ENSCINT00000036370","","",""
"11301","ENSCING00000024492","ENSCINT00000033141","","",""
"11302","ENSCING00000013444","ENSCINT00000024924","","",""
"11303","ENSCING00000017929","ENSCINT00000033851","","","XP_002129752"
"11304","ENSCING00000013443","ENSCINT00000024923","","",""
"11305","ENSCING00000020997","ENSCINT00000033475","","",""
"11306","ENSCING00000008779","ENSCINT00000017869","","",""
"11307","ENSCING00000013442","ENSCINT00000024922","","",""
"11308","ENSCING00000008778","ENSCINT00000019941","","",""
"11309","ENSCING00000019439","ENSCINT00000031916","","",""
"11310","ENSCING00000015126","ENSCINT00000027257","","",""
"11311","ENSCING00000015124","ENSCINT00000027255","","",""
"11312","ENSCING00000008778","ENSCINT00000017868","","",""
"11313","ENSCING00000006417","ENSCINT00000013243","","","XP_026693601"
"11314","ENSCING00000024336","ENSCINT00000035615","","",""
"11315","ENSCING00000023517","ENSCINT00000031896","","",""
"11316","ENSCING00000019475","ENSCINT00000035684","","",""
"11317","ENSCING00000015183","ENSCINT00000027317","","",""
"11318","ENSCING00000022139","ENSCINT00000034698","","",""
"11319","ENSCING00000017952","ENSCINT00000037021","","",""
"11320","ENSCING00000001011","ENSCINT00000001876","","","XP_002125073"
"11321","ENSCING00000017405","ENSCINT00000029736","zf(fyve)-1","NP_001071921",""
"11322","ENSCING00000011680","ENSCINT00000022474","","",""
"11323","ENSCING00000000392","ENSCINT00000000726","","",""
"11324","ENSCING00000000394","ENSCINT00000000727","","",""
"11325","ENSCING00000000396","ENSCINT00000000729","","",""
"11326","ENSCING00000018192","ENSCINT00000035409","","",""
"11327","ENSCING00000015639","ENSCINT00000027824","","",""
"11328","ENSCING00000010263","ENSCINT00000020433","","",""
"11329","ENSCING00000016416","ENSCINT00000028699","","",""
"11330","ENSCING00000023618","ENSCINT00000032978","","","XP_002121965"
"11331","ENSCING00000023869","ENSCINT00000034173","","","XP_002122026"
"11332","ENSCING00000008775","ENSCINT00000017866","","",""
"11333","ENSCING00000024905","ENSCINT00000031573","","",""
"11334","ENSCING00000020388","ENSCINT00000031352","","",""
"11335","ENSCING00000020208","ENSCINT00000035796","","",""
"11336","ENSCING00000020909","ENSCINT00000031610","","","XP_002127642"
"11337","ENSCING00000020359","ENSCINT00000036552","","",""
"11338","ENSCING00000007709","ENSCINT00000015820","","",""
"11339","ENSCING00000022866","ENSCINT00000032960","","",""
"11340","ENSCING00000008772","ENSCINT00000028754","","",""
"11341","ENSCING00000022436","ENSCINT00000031029","","",""
"11342","ENSCING00000018219","ENSCINT00000030339","","","XP_018671416"
"11343","ENSCING00000018219","ENSCINT00000030339","","","XP_002125782"
"11344","ENSCING00000022949","ENSCINT00000031900","","",""
"11345","ENSCING00000005290","ENSCINT00000010880","","",""
"11346","ENSCING00000021835","ENSCINT00000036740","","",""
"11347","ENSCING00000005272","ENSCINT00000010860","","","XP_009862049"
"11348","ENSCING00000005272","ENSCINT00000010860","","","XP_002126024"
"11349","ENSCING00000019180","ENSCINT00000035507","","",""
"11350","ENSCING00000003028","ENSCINT00000006192","","",""
"11351","ENSCING00000005259","ENSCINT00000010809","","","XP_002122208"
"11352","ENSCING00000000867","ENSCINT00000001566","","",""
"11353","ENSCING00000011652","ENSCINT00000022432","","",""
"11354","ENSCING00000000868","ENSCINT00000001568","","NP_001231983",""
"11355","ENSCING00000021346","ENSCINT00000032702","","",""
"11356","ENSCING00000022728","ENSCINT00000034054","","",""
"11357","ENSCING00000011724","ENSCINT00000022534","","",""
"11358","ENSCING00000011724","ENSCINT00000022533","","","XP_009861717"
"11359","ENSCING00000023010","ENSCINT00000031846","","","XP_009858393"
"11360","ENSCING00000023010","ENSCINT00000031846","","","XP_002130747"
"11361","ENSCING00000024707","ENSCINT00000032245","","",""
"11362","ENSCING00000019914","ENSCINT00000031035","","",""
"11363","ENSCING00000008747","ENSCINT00000017826","","",""
"11364","ENSCING00000018618","ENSCINT00000033850","","",""
"11365","ENSCING00000019161","ENSCINT00000033478","","",""
"11366","ENSCING00000021485","ENSCINT00000034699","","",""
"11367","ENSCING00000008745","ENSCINT00000017824","","",""
"11368","ENSCING00000020428","ENSCINT00000030752","","",""
"11369","ENSCING00000005694","ENSCINT00000022527","","",""
"11370","ENSCING00000013440","ENSCINT00000024920","","",""
"11371","ENSCING00000008743","ENSCINT00000017822","","","XP_002124577"
"11372","ENSCING00000013439","ENSCINT00000021274","","",""
"11373","ENSCING00000018111","ENSCINT00000031793","","",""
"11374","ENSCING00000024998","ENSCINT00000024866","","",""
"11375","ENSCING00000005333","ENSCINT00000024865","","",""
"11376","ENSCING00000011722","ENSCINT00000022528","","",""
"11377","ENSCING00000011723","ENSCINT00000022529","","",""
"11378","ENSCING00000005697","ENSCINT00000011771","","","XP_026694792"
"11379","ENSCING00000022267","ENSCINT00000032499","","",""
"11380","ENSCING00000018916","ENSCINT00000035932","","",""
"11381","ENSCING00000024911","ENSCINT00000033011","","","XP_002128580"
"11382","ENSCING00000005690","ENSCINT00000011765","","","XP_002128603"
"11383","ENSCING00000020165","ENSCINT00000034467","","",""
"11384","ENSCING00000022543","ENSCINT00000031587","","",""
"11385","ENSCING00000019448","ENSCINT00000032992","","",""
"11386","ENSCING00000023348","ENSCINT00000036220","","",""
"11387","ENSCING00000011720","ENSCINT00000022525","","",""
"11388","ENSCING00000011721","ENSCINT00000022526","","",""
"11389","ENSCING00000024151","ENSCINT00000032367","","",""
"11390","ENSCING00000020185","ENSCINT00000011769","","",""
"11391","ENSCING00000018006","ENSCINT00000037164","","",""
"11392","ENSCING00000021425","ENSCINT00000031343","","",""
"11393","ENSCING00000005295","ENSCINT00000010932","","","XP_002131357"
"11394","ENSCING00000022940","ENSCINT00000035849","","",""
"11395","ENSCING00000016246","ENSCINT00000028501","","",""
"11396","ENSCING00000013397","ENSCINT00000024864","","","XP_002131378"
"11397","ENSCING00000024761","ENSCINT00000036581","","",""
"11398","ENSCING00000019628","ENSCINT00000034623","","",""
"11399","ENSCING00000000359","ENSCINT00000000654","","","XP_002127107"
"11400","ENSCING00000005289","ENSCINT00000024863","","",""
"11401","ENSCING00000013396","ENSCINT00000009550","","",""
"11402","ENSCING00000013396","ENSCINT00000024862","","",""
"11403","ENSCING00000013396","ENSCINT00000012999","","",""
"11404","ENSCING00000006086","ENSCINT00000012560","","","XP_002127309"
"11405","ENSCING00000013395","ENSCINT00000010870","","",""
"11406","ENSCING00000023972","ENSCINT00000034747","","","XP_002121530"
"11407","ENSCING00000001059","ENSCINT00000001992","","","XP_002125392"
"11408","ENSCING00000023466","ENSCINT00000033502","","","XP_002125596"
"11409","ENSCING00000005284","ENSCINT00000010865","","",""
"11410","ENSCING00000016599","ENSCINT00000012390","","",""
"11411","ENSCING00000025174","ENSCINT00000030904","","",""
"11412","ENSCING00000013394","ENSCINT00000024861","","",""
"11413","ENSCING00000005276","ENSCINT00000010852","","",""
"11414","ENSCING00000018640","ENSCINT00000036701","","","XP_002131593"
"11415","ENSCING00000005364","ENSCINT00000011026","","",""
"11416","ENSCING00000022024","ENSCINT00000033808","","",""
"11417","ENSCING00000005266","ENSCINT00000010841","","",""
"11418","ENSCING00000005262","ENSCINT00000010810","","",""
"11419","ENSCING00000018173","ENSCINT00000031001","","","XP_002131774"
"11420","ENSCING00000005343","ENSCINT00000010999","","",""
"11421","ENSCING00000017626","ENSCINT00000029933","","",""
"11422","ENSCING00000005238","ENSCINT00000010794","","",""
"11423","ENSCING00000021768","ENSCINT00000036798","","",""
"11424","ENSCING00000022447","ENSCINT00000030842","","",""
"11425","ENSCING00000005316","ENSCINT00000010953","","",""
"11426","ENSCING00000019938","ENSCINT00000033665","","",""
"11427","ENSCING00000005308","ENSCINT00000010923","","",""
"11428","ENSCING00000009166","ENSCINT00000018649","","",""
"11429","ENSCING00000024980","ENSCINT00000018662","","",""
"11430","ENSCING00000009176","ENSCINT00000018661","","",""
"11431","ENSCING00000013389","ENSCINT00000024856","","",""
"11432","ENSCING00000013388","ENSCINT00000021279","","",""
"11433","ENSCING00000005287","ENSCINT00000010909","","",""
"11434","ENSCING00000009180","ENSCINT00000018668","","",""
"11435","ENSCING00000005280","ENSCINT00000010866","","",""
"11436","ENSCING00000009180","ENSCINT00000018670","","",""
"11437","ENSCING00000005249","ENSCINT00000010827","","",""
"11438","ENSCING00000016019","ENSCINT00000028244","","",""
"11439","ENSCING00000021784","ENSCINT00000032296","","",""
"11440","ENSCING00000024079","ENSCINT00000037131","","",""
"11441","ENSCING00000011502","ENSCINT00000022192","","",""
"11442","ENSCING00000002809","ENSCINT00000005740","","",""
"11443","ENSCING00000024279","ENSCINT00000005712","","",""
"11444","ENSCING00000024039","ENSCINT00000036102","","",""
"11445","ENSCING00000002776","ENSCINT00000005674","","",""
"11446","ENSCING00000002782","ENSCINT00000005691","","",""
"11447","ENSCING00000002790","ENSCINT00000005700","","",""
"11448","ENSCING00000016183","ENSCINT00000028429","","",""
"11449","ENSCING00000002793","ENSCINT00000005706","","",""
"11450","ENSCING00000016291","ENSCINT00000028559","","",""
"11451","ENSCING00000002796","ENSCINT00000005723","","",""
"11452","ENSCING00000002035","ENSCINT00000028366","","",""
"11453","ENSCING00000010308","ENSCINT00000020503","","",""
"11454","ENSCING00000024413","ENSCINT00000037231","","",""
"11455","ENSCING00000016687","ENSCINT00000029000","","",""
"11456","ENSCING00000016138","ENSCINT00000028374","","",""
"11457","ENSCING00000011799","ENSCINT00000022627","","",""
"11458","ENSCING00000000995","ENSCINT00000001837","","",""
"11459","ENSCING00000000995","ENSCINT00000001839","","",""
"11460","ENSCING00000018261","ENSCINT00000032958","","",""
"11461","ENSCING00000003222","ENSCINT00000006594","","",""
"11462","ENSCING00000024295","ENSCINT00000032205","","",""
"11463","ENSCING00000022896","ENSCINT00000034043","","",""
"11464","ENSCING00000024550","ENSCINT00000037156","","",""
"11465","ENSCING00000021462","ENSCINT00000033258","","",""
"11466","ENSCING00000018225","ENSCINT00000036404","","",""
"11467","ENSCING00000022144","ENSCINT00000036961","","",""
"11468","ENSCING00000007148","ENSCINT00000014686","","",""
"11469","ENSCING00000011792","ENSCINT00000022619","","",""
"11470","ENSCING00000007149","ENSCINT00000014687","","",""
"11471","ENSCING00000011794","ENSCINT00000022621","","","XP_002130816"
"11472","ENSCING00000003216","ENSCINT00000006586","nachr","NP_001232929",""
"11473","ENSCING00000010275","ENSCINT00000020453","","",""
"11474","ENSCING00000011795","ENSCINT00000022622","","","XP_026689771"
"11475","ENSCING00000007151","ENSCINT00000014689","","",""
"11476","ENSCING00000011796","ENSCINT00000022623","","",""
"11477","ENSCING00000021161","ENSCINT00000022624","","",""
"11478","ENSCING00000011797","ENSCINT00000022625","","",""
"11479","ENSCING00000007152","ENSCINT00000014690","","",""
"11480","ENSCING00000007147","ENSCINT00000014685","","","XP_002130133"
"11481","ENSCING00000010861","ENSCINT00000021422","","",""
"11482","ENSCING00000002766","ENSCINT00000005658","","","XP_002129103"
"11483","ENSCING00000019341","ENSCINT00000030552","","",""
"11484","ENSCING00000023418","ENSCINT00000036484","","",""
"11485","ENSCING00000000282","ENSCINT00000000524","","",""
"11486","ENSCING00000018965","ENSCINT00000037236","","",""
"11487","ENSCING00000016113","ENSCINT00000000523","","",""
"11488","ENSCING00000021774","ENSCINT00000036902","","",""
"11489","ENSCING00000024301","ENSCINT00000031913","","",""
"11490","ENSCING00000021060","ENSCINT00000035691","","",""
"11491","ENSCING00000019838","ENSCINT00000034324","","",""
"11492","ENSCING00000000427","ENSCINT00000000781","","",""
"11493","ENSCING00000023976","ENSCINT00000032643","","",""
"11494","ENSCING00000016693","ENSCINT00000000788","","",""
"11495","ENSCING00000007136","ENSCINT00000014665","","","XP_026689588"
"11496","ENSCING00000020936","ENSCINT00000033133","","",""
"11497","ENSCING00000021460","ENSCINT00000037029","","",""
"11498","ENSCING00000019895","ENSCINT00000032828","","",""
"11499","ENSCING00000011787","ENSCINT00000022611","atbf","NP_001041465",""
"11500","ENSCING00000022595","ENSCINT00000033969","","",""
"11501","ENSCING00000023130","ENSCINT00000035477","","",""
"11502","ENSCING00000005538","ENSCINT00000011472","","",""
"11503","ENSCING00000007138","ENSCINT00000014668","","","XP_002129046"
"11504","ENSCING00000017324","ENSCINT00000029650","","",""
"11505","ENSCING00000007140","ENSCINT00000014670","","",""
"11506","ENSCING00000019273","ENSCINT00000035187","","",""
"11507","ENSCING00000007141","ENSCINT00000014671","","NP_001027661",""
"11508","ENSCING00000001227","ENSCINT00000002381","","",""
"11509","ENSCING00000001227","ENSCINT00000036526","","",""
"11510","ENSCING00000001224","ENSCINT00000002367","","",""
"11511","ENSCING00000001209","ENSCINT00000002350","","",""
"11512","ENSCING00000001209","ENSCINT00000002337","","",""
"11513","ENSCING00000001220","ENSCINT00000002358","","",""
"11514","ENSCING00000015959","ENSCINT00000028181","","",""
"11515","ENSCING00000021153","ENSCINT00000034449","","",""
"11516","ENSCING00000003082","ENSCINT00000006248","","",""
"11517","ENSCING00000010538","ENSCINT00000020911","","","XP_026693650"
"11518","ENSCING00000018531","ENSCINT00000033716","","",""
"11519","ENSCING00000023257","ENSCINT00000035666","","",""
"11520","ENSCING00000020851","ENSCINT00000030707","","","XP_002120606"
"11521","ENSCING00000001238","ENSCINT00000002435","","",""
"11522","ENSCING00000003395","ENSCINT00000006949","","",""
"11523","ENSCING00000018857","ENSCINT00000037254","","",""
"11524","ENSCING00000007142","ENSCINT00000014672","","","XP_002129620"
"11525","ENSCING00000003411","ENSCINT00000006981","","",""
"11526","ENSCING00000011790","ENSCINT00000030480","","",""
"11527","ENSCING00000011790","ENSCINT00000022617","","",""
"11528","ENSCING00000021316","ENSCINT00000032989","","",""
"11529","ENSCING00000023139","ENSCINT00000035792","","",""
"11530","ENSCING00000018654","ENSCINT00000033417","","",""
"11531","ENSCING00000019904","ENSCINT00000033572","","",""
"11532","ENSCING00000019653","ENSCINT00000030790","","",""
"11533","ENSCING00000022118","ENSCINT00000022605","","",""
"11534","ENSCING00000011782","ENSCINT00000022606","","",""
"11535","ENSCING00000007132","ENSCINT00000014657","","",""
"11536","ENSCING00000011784","ENSCINT00000022608","","",""
"11537","ENSCING00000005737","ENSCINT00000011855","","","XP_004227520"
"11538","ENSCING00000011785","ENSCINT00000022609","","",""
"11539","ENSCING00000019479","ENSCINT00000032825","","",""
"11540","ENSCING00000012473","ENSCINT00000023503","","","XP_002129578"
"11541","ENSCING00000007133","ENSCINT00000014659","","","XP_002127949"
"11542","ENSCING00000020481","ENSCINT00000033296","","","XP_002129784"
"11543","ENSCING00000003421","ENSCINT00000007040","","",""
"11544","ENSCING00000023910","ENSCINT00000031966","","","XP_002129829"
"11545","ENSCING00000015878","ENSCINT00000007083","","","XP_026693635"
"11546","ENSCING00000022672","ENSCINT00000031111","","",""
"11547","ENSCING00000024654","ENSCINT00000034571","","","XP_002129907"
"11548","ENSCING00000015866","ENSCINT00000028075","","",""
"11549","ENSCING00000019632","ENSCINT00000035626","","","XP_002124463"
"11550","ENSCING00000021603","ENSCINT00000034314","","",""
"11551","ENSCING00000018639","ENSCINT00000031450","","","XP_002130052"
"11552","ENSCING00000020956","ENSCINT00000033749","","",""
"11553","ENSCING00000001147","ENSCINT00000002172","","","XP_009862013"
"11554","ENSCING00000013028","ENSCINT00000024325","","",""
"11555","ENSCING00000002141","ENSCINT00000004376","","",""
"11556","ENSCING00000022227","ENSCINT00000031669","","",""
"11557","ENSCING00000013030","ENSCINT00000024327","","",""
"11558","ENSCING00000001817","ENSCINT00000003667","","",""
"11559","ENSCING00000001824","ENSCINT00000003676","","","XP_002125814"
"11560","ENSCING00000013031","ENSCINT00000024328","","",""
"11561","ENSCING00000002152","ENSCINT00000004382","","","XP_009857876"
"11562","ENSCING00000002152","ENSCINT00000022603","","",""
"11563","ENSCING00000002154","ENSCINT00000004386","csd","NP_001027786",""
"11564","ENSCING00000001143","ENSCINT00000002159","","",""
"11565","ENSCING00000002155","ENSCINT00000004401","","",""
"11566","ENSCING00000024753","ENSCINT00000031074","","",""
"11567","ENSCING00000021571","ENSCINT00000033957","","",""
"11568","ENSCING00000015829","ENSCINT00000028031","","","XP_002119561"
"11569","ENSCING00000018202","ENSCINT00000031496","","",""
"11570","ENSCING00000025162","ENSCINT00000030659","","",""
"11571","ENSCING00000002162","ENSCINT00000004419","","","XP_002121088"
"11572","ENSCING00000009767","ENSCINT00000019842","","","XP_002119619"
"11573","ENSCING00000015853","ENSCINT00000028057","","",""
"11574","ENSCING00000005738","ENSCINT00000011845","","","XP_002126635"
"11575","ENSCING00000019404","ENSCINT00000033822","","","XP_002120972"
"11576","ENSCING00000004562","ENSCINT00000009418","","","XP_002119246"
"11577","ENSCING00000004564","ENSCINT00000009422","","",""
"11578","ENSCING00000002166","ENSCINT00000004431","","","XP_002122197"
"11579","ENSCING00000021407","ENSCINT00000035973","","","XP_002119564"
"11580","ENSCING00000020284","ENSCINT00000037264","","",""
"11581","ENSCING00000002167","ENSCINT00000004434","","","XP_002121582"
"11582","ENSCING00000010291","ENSCINT00000020476","","",""
"11583","ENSCING00000022403","ENSCINT00000030365","","",""
"11584","ENSCING00000002168","ENSCINT00000004435","","",""
"11585","ENSCING00000022900","ENSCINT00000034902","","",""
"11586","ENSCING00000017597","ENSCINT00000029913","","","XP_002128414"
"11587","ENSCING00000011781","ENSCINT00000022599","","",""
"11588","ENSCING00000002170","ENSCINT00000004439","","",""
"11589","ENSCING00000020320","ENSCINT00000030351","","",""
"11590","ENSCING00000024335","ENSCINT00000036191","","",""
"11591","ENSCING00000011780","ENSCINT00000022596","","",""
"11592","ENSCING00000002172","ENSCINT00000004441","","",""
"11593","ENSCING00000021764","ENSCINT00000032791","","",""
"11594","ENSCING00000023155","ENSCINT00000032962","","",""
"11595","ENSCING00000002177","ENSCINT00000004450","","","XP_002125582"
"11596","ENSCING00000019074","ENSCINT00000036386","","",""
"11597","ENSCING00000020412","ENSCINT00000032814","","",""
"11598","ENSCING00000022630","ENSCINT00000032344","","",""
"11599","ENSCING00000020296","ENSCINT00000035848","","",""
"11600","ENSCING00000023695","ENSCINT00000031757","","",""
"11601","ENSCING00000009265","ENSCINT00000018825","rngi","NP_001265885",""
"11602","ENSCING00000002185","ENSCINT00000004458","","",""
"11603","ENSCING00000019705","ENSCINT00000034158","","",""
"11604","ENSCING00000011775","ENSCINT00000022591","","",""
"11605","ENSCING00000002192","ENSCINT00000004478","","",""
"11606","ENSCING00000009264","ENSCINT00000018824","","","XP_026694214"
"11607","ENSCING00000015003","ENSCINT00000027126","","",""
"11608","ENSCING00000002207","ENSCINT00000004520","","",""
"11609","ENSCING00000002207","ENSCINT00000036919","","",""
"11610","ENSCING00000002207","ENSCINT00000034792","","",""
"11611","ENSCING00000004194","ENSCINT00000008682","delta","NP_001071677",""
"11612","ENSCING00000019181","ENSCINT00000032065","","","XP_002126921"
"11613","ENSCING00000024610","ENSCINT00000036260","","",""
"11614","ENSCING00000021523","ENSCINT00000033235","","","XP_018666650"
"11615","ENSCING00000021523","ENSCINT00000033235","","","XP_002127046"
"11616","ENSCING00000023777","ENSCINT00000033821","","",""
"11617","ENSCING00000020251","ENSCINT00000036037","","","XP_002126949"
"11618","ENSCING00000002219","ENSCINT00000004547","","","XP_026689531"
"11619","ENSCING00000002219","ENSCINT00000004547","","","XP_002127386"
"11620","ENSCING00000022002","ENSCINT00000031745","","",""
"11621","ENSCING00000019587","ENSCINT00000033846","","","XP_002126971"
"11622","ENSCING00000004164","ENSCINT00000008646","","",""
"11623","ENSCING00000024077","ENSCINT00000037003","","",""
"11624","ENSCING00000021148","ENSCINT00000030457","","",""
"11625","ENSCING00000011772","ENSCINT00000022590","vanabin4","NP_001122355","XP_009857872"
"11626","ENSCING00000011771","ENSCINT00000022589","vanabin2","NP_001122353",""
"11627","ENSCING00000011769","ENSCINT00000022587","vanabin3","NP_001122354",""
"11628","ENSCING00000019550","ENSCINT00000031060","","",""
"11629","ENSCING00000011768","ENSCINT00000022586","vanabin1","NP_001122352",""
"11630","ENSCING00000021525","ENSCINT00000022585","vanabin5","NP_001122356",""
"11631","ENSCING00000022064","ENSCINT00000030930","","",""
"11632","ENSCING00000004141","ENSCINT00000008574","","","XP_002127837"
"11633","ENSCING00000019884","ENSCINT00000033046","","",""
"11634","ENSCING00000011767","ENSCINT00000022584","","",""
"11635","ENSCING00000015031","ENSCINT00000027155","","",""
"11636","ENSCING00000009375","ENSCINT00000019058","","",""
"11637","ENSCING00000021415","ENSCINT00000035078","","",""
"11638","ENSCING00000011765","ENSCINT00000022582","","",""
"11639","ENSCING00000004110","ENSCINT00000008495","swi/snf","NP_001071967",""
"11640","ENSCING00000011764","ENSCINT00000022581","","",""
"11641","ENSCING00000022035","ENSCINT00000035924","","",""
"11642","ENSCING00000022035","ENSCINT00000034308","","",""
"11643","ENSCING00000011763","ENSCINT00000022580","","","XP_002128544"
"11644","ENSCING00000011762","ENSCINT00000022579","atf4/5","NP_001071659",""
"11645","ENSCING00000022872","ENSCINT00000034733","","",""
"11646","ENSCING00000020505","ENSCINT00000034978","","","XP_002129052"
"11647","ENSCING00000009379","ENSCINT00000019067","","",""
"11648","ENSCING00000009381","ENSCINT00000019084","","","XP_002128699"
"11649","ENSCING00000009381","ENSCINT00000019085","","",""
"11650","ENSCING00000011761","ENSCINT00000019090","","",""
"11651","ENSCING00000011760","ENSCINT00000022578","","","XP_002128758"
"11652","ENSCING00000024396","ENSCINT00000012141","","",""
"11653","ENSCING00000023980","ENSCINT00000019103","","",""
"11654","ENSCING00000000524","ENSCINT00000027364","","","XP_002128402"
"11655","ENSCING00000022245","ENSCINT00000019098","","",""
"11656","ENSCING00000015101","ENSCINT00000027232","","",""
"11657","ENSCING00000022245","ENSCINT00000003420","","","XP_009857893"
"11658","ENSCING00000000516","ENSCINT00000000945","","",""
"11659","ENSCING00000021785","ENSCINT00000033509","","","XP_002128533"
"11660","ENSCING00000018936","ENSCINT00000036554","","","XP_002129622"
"11661","ENSCING00000021375","ENSCINT00000034307","","",""
"11662","ENSCING00000022885","ENSCINT00000036844","","",""
"11663","ENSCING00000009391","ENSCINT00000019107","","",""
"11664","ENSCING00000011759","ENSCINT00000022577","","",""
"11665","ENSCING00000000536","ENSCINT00000027389","","",""
"11666","ENSCING00000009393","ENSCINT00000019109","","","XP_004225818"
"11667","ENSCING00000000536","ENSCINT00000027390","","",""
"11668","ENSCING00000023354","ENSCINT00000032057","","","XP_002129876"
"11669","ENSCING00000000536","ENSCINT00000000977","","",""
"11670","ENSCING00000000539","ENSCINT00000027392","","",""
"11671","ENSCING00000000539","ENSCINT00000000990","","",""
"11672","ENSCING00000005633","ENSCINT00000011667","","",""
"11673","ENSCING00000019807","ENSCINT00000030357","","",""
"11674","ENSCING00000020091","ENSCINT00000031789","","",""
"11675","ENSCING00000001374","ENSCINT00000002664","","",""
"11676","ENSCING00000012340","ENSCINT00000021245","","",""
"11677","ENSCING00000012339","ENSCINT00000023329","","",""
"11678","ENSCING00000020651","ENSCINT00000034711","","",""
"11679","ENSCING00000012336","ENSCINT00000023325","","",""
"11680","ENSCING00000012337","ENSCINT00000023326","","",""
"11681","ENSCING00000012335","ENSCINT00000023324","","",""
"11682","ENSCING00000023222","ENSCINT00000037321","","",""
"11683","ENSCING00000012334","ENSCINT00000023323","","",""
"11684","ENSCING00000012334","ENSCINT00000032755","","",""
"11685","ENSCING00000001372","ENSCINT00000002660","","","XP_002127625"
"11686","ENSCING00000001369","ENSCINT00000002651","","",""
"11687","ENSCING00000001371","ENSCINT00000002654","","",""
"11688","ENSCING00000024765","ENSCINT00000030213","","",""
"11689","ENSCING00000012333","ENSCINT00000023321","","",""
"11690","ENSCING00000010134","ENSCINT00000020254","","",""
"11691","ENSCING00000024883","ENSCINT00000032117","","",""
"11692","ENSCING00000000186","ENSCINT00000000313","","",""
"11693","ENSCING00000000188","ENSCINT00000000318","","","XP_002131439"
"11694","ENSCING00000023501","ENSCINT00000033150","","","XP_026693663"
"11695","ENSCING00000000191","ENSCINT00000000332","","",""
"11696","ENSCING00000000195","ENSCINT00000000335","","",""
"11697","ENSCING00000003602","ENSCINT00000007418","","",""
"11698","ENSCING00000003608","ENSCINT00000007443","","","XP_018670622"
"11699","ENSCING00000003618","ENSCINT00000007465","","",""
"11700","ENSCING00000022943","ENSCINT00000032052","","",""
"11701","ENSCING00000003633","ENSCINT00000007503","","",""
"11702","ENSCING00000003658","ENSCINT00000007549","","","XP_002131506"
"11703","ENSCING00000023915","ENSCINT00000030938","","",""
"11704","ENSCING00000003670","ENSCINT00000007559","","",""
"11705","ENSCING00000021036","ENSCINT00000031979","","",""
"11706","ENSCING00000003674","ENSCINT00000007593","","",""
"11707","ENSCING00000024176","ENSCINT00000036140","","",""
"11708","ENSCING00000012325","ENSCINT00000023311","","",""
"11709","ENSCING00000012324","ENSCINT00000007680","","",""
"11710","ENSCING00000003687","ENSCINT00000007668","","",""
"11711","ENSCING00000017924","ENSCINT00000030962","","",""
"11712","ENSCING00000020554","ENSCINT00000034029","","",""
"11713","ENSCING00000008186","ENSCINT00000016753","","","XP_002127233"
"11714","ENSCING00000013094","ENSCINT00000018420","","","XP_009857414"
"11715","ENSCING00000023118","ENSCINT00000033169","","",""
"11716","ENSCING00000021102","ENSCINT00000037258","","","XP_002127340"
"11717","ENSCING00000021195","ENSCINT00000033596","","",""
"11718","ENSCING00000020534","ENSCINT00000035958","","","XP_002131091"
"11719","ENSCING00000019153","ENSCINT00000033107","","",""
"11720","ENSCING00000004629","ENSCINT00000009562","","",""
"11721","ENSCING00000021789","ENSCINT00000033474","","",""
"11722","ENSCING00000024150","ENSCINT00000033940","","",""
"11723","ENSCING00000021301","ENSCINT00000033852","","",""
"11724","ENSCING00000023558","ENSCINT00000036244","","",""
"11725","ENSCING00000023945","ENSCINT00000032915","","",""
"11726","ENSCING00000018532","ENSCINT00000031622","","",""
"11727","ENSCING00000019003","ENSCINT00000030913","","",""
"11728","ENSCING00000024906","ENSCINT00000036846","","",""
"11729","ENSCING00000019661","ENSCINT00000033728","","",""
"11730","ENSCING00000013096","ENSCINT00000035072","","",""
"11731","ENSCING00000013096","ENSCINT00000024406","","",""
"11732","ENSCING00000024172","ENSCINT00000036097","","",""
"11733","ENSCING00000020886","ENSCINT00000033946","","",""
"11734","ENSCING00000024948","ENSCINT00000031578","","",""
"11735","ENSCING00000021664","ENSCINT00000031296","","",""
"11736","ENSCING00000020285","ENSCINT00000030895","","",""
"11737","ENSCING00000021256","ENSCINT00000037010","","",""
"11738","ENSCING00000008212","ENSCINT00000016779","","",""
"11739","ENSCING00000014431","ENSCINT00000026357","","",""
"11740","ENSCING00000019062","ENSCINT00000035079","","","XP_002131115"
"11741","ENSCING00000019584","ENSCINT00000034919","","",""
