"","KHID","ensembl_transcript_id","KHname"
"11573","KH.C8.757","ENSCINT00000011627","KH2013:KH.C8.757_RFC2/4"
"11574","KH.C8.758","ENSCINT00000024546","RAB28"
"11575","KH.C8.759","ENSCINT00000010026","KH2013:KH.C8.759"
"11576","KH.C8.76","ENSCINT00000024753","GPAM"
"11577","KH.C8.76","ENSCINT00000024752","GPAM"
"11578","KH.C8.761","ENSCINT00000027834","COL6A1/2"
"11579","KH.C8.761","ENSCINT00000024735","COL6A1/2"
"11580","KH.C8.761","ENSCINT00000027839","COL6A1/2"
"11581","KH.C8.764","ENSCINT00000006937","BAI2"
"11582","KH.C8.767","ENSCINT00000024832","S-LAP1/2/5/8"
"11583","KH.C8.767","ENSCINT00000016401","S-LAP1/2/5/8"
"11584","KH.C8.768","ENSCINT00000001017","PGP"
"11585","KH.C8.769","ENSCINT00000011231","LRRC34"
"11586","KH.C8.769","ENSCINT00000029141","LRRC34"
"11587","KH.C8.770","ENSCINT00000006934","ZNF91"
"11588","KH.C8.770","ENSCINT00000006941","ZNF91"
"11589","KH.C8.772","ENSCINT00000006959","MUSK"
"11590","KH.C8.773","ENSCINT00000014201","PPWD1"
"11591","KH.C8.774","ENSCINT00000024658","KH2013:KH.C8.774_FOXL1"
"11592","KH.C8.777","ENSCINT00000029831","KH2013:KH.C8.777_ITLN1/2/3"
"11593","KH.C8.778","ENSCINT00000011117","ZGC:174877"
"11594","KH.C8.780","ENSCINT00000014804","KIAA0528"
"11595","KH.C8.780","ENSCINT00000014802","KIAA0528"
"11596","KH.C8.781","ENSCINT00000024780","KH2013:KH.C8.781"
"11597","KH.C8.782","ENSCINT00000024705","KH2013:KH.C8.782_LPHN1/2/3"
"11598","KH.C8.782","ENSCINT00000004251","KH2013:KH.C8.782_LPHN1/2/3"
"11599","KH.C8.782","ENSCINT00000004256","KH2013:KH.C8.782_LPHN1/2/3"
"11600","KH.C8.783","ENSCINT00000014955","ADAMTS10/6"
"11601","KH.C8.783","ENSCINT00000014938","ADAMTS10/6"
"11602","KH.C8.783","ENSCINT00000014944","ADAMTS10/6"
"11603","KH.C8.784","ENSCINT00000019962","KH2013:KH.C8.784"
"11604","KH.C8.785","ENSCINT00000024802","KH2013:KH.C8.785"
"11605","KH.C8.787","ENSCINT00000002489","MAEA"
"11606","KH.C8.787","ENSCINT00000002499","MAEA"
"11607","KH.C8.787","ENSCINT00000002506","MAEA"
"11608","KH.C8.788","ENSCINT00000004223","KH2013:KH.C8.788_SLC6A1"
"11609","KH.C8.79","ENSCINT00000024667","RBMXL1/2"
"11610","KH.C8.790","ENSCINT00000003463","KH2013:KH.C8.790_ZNFX1"
"11611","KH.C8.791","ENSCINT00000004504","RNF220"
"11612","KH.C8.791","ENSCINT00000024690","RNF220"
"11613","KH.C8.792","ENSCINT00000003421","SMARCD1/2/3"
"11614","KH.C8.792","ENSCINT00000003409","SMARCD1/2/3"
"11615","KH.C8.792","ENSCINT00000003417","SMARCD1/2/3"
"11616","KH.C8.793","ENSCINT00000015375","IDH3G"
"11617","KH.C8.793","ENSCINT00000015369","IDH3G"
"11618","KH.C8.793","ENSCINT00000015373","IDH3G"
"11619","KH.C8.794","ENSCINT00000009979","CCDC142"
"11620","KH.C8.794","ENSCINT00000024796","CCDC142"
"11621","KH.C8.796","ENSCINT00000013813","EPHA3/5/7"
"11622","KH.C8.797","ENSCINT00000006425","HDDC3"
"11623","KH.C8.8","ENSCINT00000024655","KH2013:KH.C8.8"
"11624","KH.C8.80","ENSCINT00000001358","KH2013:KH.C8.80_SI:DKEY-29D8.3"
"11625","KH.C8.800","ENSCINT00000024663","ECSIT"
"11626","KH.C8.803","ENSCINT00000010027","KH2013:KH.C8.803_MFSD7"
"11627","KH.C8.804","ENSCINT00000024678","UBXN7"
"11628","KH.C8.804","ENSCINT00000006866","UBXN7"
"11629","KH.C8.805","ENSCINT00000009302","KH2013:KH.C8.805_CLPP"
"11630","KH.C8.806","ENSCINT00000016511","NEUR"
"11631","KH.C8.806","ENSCINT00000024762","NEUR"
"11632","KH.C8.808","ENSCINT00000003991","PELO"
"11633","KH.C8.809","ENSCINT00000004246","CTNS"
"11634","KH.C8.810","ENSCINT00000002438","DNAJC25"
"11635","KH.C8.810","ENSCINT00000002451","DNAJC25"
"11636","KH.C8.815","ENSCINT00000015424","TSNAXIP1"
"11637","KH.C8.815","ENSCINT00000015423","TSNAXIP1"
"11638","KH.C8.815","ENSCINT00000024525","TSNAXIP1"
"11639","KH.C8.816","ENSCINT00000013116","KH2013:KH.C8.816_CSMD3"
"11640","KH.C8.816","ENSCINT00000024638","KH2013:KH.C8.816_CSMD3"
"11641","KH.C8.817","ENSCINT00000013305","NADKD1"
"11642","KH.C8.821","ENSCINT00000020076","KH2013:KH.C8.821_AIFM2"
"11643","KH.C8.821","ENSCINT00000027738","KH2013:KH.C8.821_AIFM2"
"11644","KH.C8.823","ENSCINT00000024651","C17ORF81"
"11645","KH.C8.824","ENSCINT00000015338","DUS1L"
"11646","KH.C8.824","ENSCINT00000015347","DUS1L"
"11647","KH.C8.825","ENSCINT00000024704","KH2013:KH.C8.825_ACHE"
"11648","KH.C8.827","ENSCINT00000013301","CDC37"
"11649","KH.C8.829","ENSCINT00000000411","NARG2"
"11650","KH.C8.832","ENSCINT00000024635","KH2013:KH.C8.832_KIAA2013"
"11651","KH.C8.832","ENSCINT00000024636","KH2013:KH.C8.832_KIAA2013"
"11652","KH.C8.837","ENSCINT00000011129","WDR91"
"11653","KH.C8.837","ENSCINT00000001479","WDR91"
"11654","KH.C8.837","ENSCINT00000011133","WDR91"
"11655","KH.C8.839","ENSCINT00000013237","KH2013:KH.C8.839_ATRNL1"
"11656","KH.C8.839","ENSCINT00000013240","KH2013:KH.C8.839_ATRNL1"
"11657","KH.C8.839","ENSCINT00000013249","KH2013:KH.C8.839_ATRNL1"
"11658","KH.C8.840","ENSCINT00000015251","ARHGEF3"
"11659","KH.C8.840","ENSCINT00000015252","ARHGEF3"
"11660","KH.C8.841","ENSCINT00000015399","C11ORF1"
"11661","KH.C8.842","ENSCINT00000020077","MYD88"
"11662","KH.C8.842","ENSCINT00000029928","MYD88"
"11663","KH.C8.843","ENSCINT00000024455","WNT7A"
"11664","KH.C8.843","ENSCINT00000014242","WNT7A"
"11665","KH.C8.843","ENSCINT00000024454","WNT7A"
"11666","KH.C8.844","ENSCINT00000004021","CMTM7"
"11667","KH.C8.845","ENSCINT00000004026","TMEM53"
"11668","KH.C8.847","ENSCINT00000013776","USP44/49"
"11669","KH.C8.847","ENSCINT00000013778","USP44/49"
"11670","KH.C8.848","ENSCINT00000015230","TMEM5"
"11671","KH.C8.849","ENSCINT00000013343","GCDH"
"11672","KH.C8.85","ENSCINT00000015425","BAG3/4"
"11673","KH.C8.850","ENSCINT00000024632","SELRC1"
"11674","KH.C8.850","ENSCINT00000013272","SELRC1"
"11675","KH.C8.850","ENSCINT00000024631","SELRC1"
"11676","KH.C8.852","ENSCINT00000010830","KH2013:KH.C8.852_ADRB1/2/3"
"11677","KH.C8.852","ENSCINT00000024715","KH2013:KH.C8.852_ADRB1/2/3"
"11678","KH.C8.852","ENSCINT00000024716","KH2013:KH.C8.852_ADRB1/2/3"
"11679","KH.C8.855","ENSCINT00000004533","CCDC78"
"11680","KH.C8.855","ENSCINT00000004534","CCDC78"
"11681","KH.C8.857","ENSCINT00000016783","CSRP2BP"
"11682","KH.C8.859","ENSCINT00000005614","KH2013:KH.C8.859_MYL10/2/7"
"11683","KH.C8.859","ENSCINT00000024572","KH2013:KH.C8.859_MYL10/2/7"
"11684","KH.C8.859","ENSCINT00000024571","KH2013:KH.C8.859_MYL10/2/7"
"11685","KH.C8.860","ENSCINT00000010033","MRPL2"
"11686","KH.C8.863","ENSCINT00000024764","KH2013:KH.C8.863_TRIM2/3"
"11687","KH.C8.863","ENSCINT00000024765","KH2013:KH.C8.863_TRIM2/3"
"11688","KH.C8.866","ENSCINT00000004487","1700030K09RIK"
"11689","KH.C8.867","ENSCINT00000006877","MFSD3"
"11690","KH.C8.868","ENSCINT00000004005","SLC26A10/2/3/4"
"11691","KH.C8.868","ENSCINT00000004007","SLC26A10/2/3/4"
"11692","KH.C8.869","ENSCINT00000024498","MED27"
"11693","KH.C8.87","ENSCINT00000014827","SLC6A11/12/13/2/6/8"
"11694","KH.C8.87","ENSCINT00000014835","SLC6A11/12/13/2/6/8"
"11695","KH.C8.87","ENSCINT00000014831","SLC6A11/12/13/2/6/8"
"11696","KH.C8.87","ENSCINT00000014833","SLC6A11/12/13/2/6/8"
"11697","KH.C8.870","ENSCINT00000024551","KH2013:KH.C8.870"
"11698","KH.C8.871","ENSCINT00000024684","2700060E02RIK"
"11699","KH.C8.871","ENSCINT00000004466","2700060E02RIK"
"11700","KH.C8.871","ENSCINT00000028857","2700060E02RIK"
"11701","KH.C8.873","ENSCINT00000024420","KH2013:KH.C8.873_MEP1B"
"11702","KH.C8.873","ENSCINT00000024421","KH2013:KH.C8.873_MEP1B"
"11703","KH.C8.873","ENSCINT00000024418","KH2013:KH.C8.873_MEP1B"
"11704","KH.C8.874","ENSCINT00000009148","SLC27A2/6"
"11705","KH.C8.874","ENSCINT00000009145","SLC27A2/6"
"11706","KH.C8.875","ENSCINT00000014154","CG3225"
"11707","KH.C8.875","ENSCINT00000014140","CG3225"
"11708","KH.C8.876","ENSCINT00000024643","KH2013:KH.C8.876_MFSD7"
"11709","KH.C8.876","ENSCINT00000013081","KH2013:KH.C8.876_MFSD7"
"11710","KH.C8.876","ENSCINT00000024644","KH2013:KH.C8.876_MFSD7"
"11711","KH.C8.877","ENSCINT00000015310","ACA1"
"11712","KH.C8.878","ENSCINT00000027459","KH2013:KH.C8.878"
"11713","KH.C8.879","ENSCINT00000024709","POGLUT1"
"11714","KH.C8.88","ENSCINT00000024548","MLL5"
"11715","KH.C8.88","ENSCINT00000024550","MLL5"
"11716","KH.C8.88","ENSCINT00000024547","MLL5"
"11717","KH.C8.88","ENSCINT00000024549","MLL5"
"11718","KH.C8.881","ENSCINT00000024727","KH2013:KH.C8.881_SH3PXD2B"
"11719","KH.C8.884","ENSCINT00000024683","SI:DKEY-256H2.1"
"11720","KH.C8.885","ENSCINT00000014973","WDR7"
"11721","KH.C8.885","ENSCINT00000014983","WDR7"
"11722","KH.C8.886","ENSCINT00000013006","CTU2"
"11723","KH.C8.887","ENSCINT00000016508","FBXO7"
"11724","KH.C8.889","ENSCINT00000013849","SI:CH73-263O4.3/4"
"11725","KH.C8.89","ENSCINT00000027852","C3ORF33"
"11726","KH.C8.890","ENSCINT00000006947","FOXD4L1/2/3/4/5/6"
"11727","KH.C8.891","ENSCINT00000028666","KH2013:KH.C8.891_SLC43A3"
"11728","KH.C8.891","ENSCINT00000015186","KH2013:KH.C8.891_SLC43A3"
"11729","KH.C8.892","ENSCINT00000011748","KH2013:KH.C8.892_TUB1/3"
"11730","KH.C8.893","ENSCINT00000020128","KH2013:KH.C8.893"
"11731","KH.C8.893","ENSCINT00000024774","KH2013:KH.C8.893"
"11732","KH.C8.894","ENSCINT00000024560","KH2013:KH.C8.894"
"11733","KH.C8.895","ENSCINT00000024736","WSCK"
"11734","KH.C8.899","ENSCINT00000024486","MMS22L"
"11735","KH.C8.899","ENSCINT00000024485","MMS22L"
"11736","KH.C8.900","ENSCINT00000028557","TAF5"
"11737","KH.C8.900","ENSCINT00000011052","TAF5"
"11738","KH.C8.900","ENSCINT00000011046","TAF5"
"11739","KH.C8.900","ENSCINT00000011057","TAF5"
"11740","KH.C8.902","ENSCINT00000024630","METTL4"
"11741","KH.C8.905","ENSCINT00000024527","LSM4"
"11742","KH.C8.905","ENSCINT00000015415","LSM4"
"11743","KH.C8.906","ENSCINT00000021076","RP11-542P2.1"
"11744","KH.C8.907","ENSCINT00000015306","AP4E1"
"11745","KH.C8.908","ENSCINT00000016416","GLYCTK"
"11746","KH.C8.909","ENSCINT00000024680","KH2013:KH.C8.909_XBP1"
"11747","KH.C8.91","ENSCINT00000024781","KH2013:KH.C8.91"
"11748","KH.C8.910","ENSCINT00000009990","KH2013:KH.C8.910"
"11749","KH.C8.911","ENSCINT00000027251","RIMS2/3"
"11750","KH.C8.911","ENSCINT00000011715","RIMS2/3"
"11751","KH.C8.912","ENSCINT00000024668","ATG4C"
"11752","KH.C8.912","ENSCINT00000024669","ATG4C"
"11753","KH.C8.912","ENSCINT00000006827","ATG4C"
"11754","KH.C8.914","ENSCINT00000024497","ERCC4"
"11755","KH.C8.914","ENSCINT00000011737","ERCC4"
"11756","KH.C8.914","ENSCINT00000024496","ERCC4"
"11757","KH.C8.915","ENSCINT00000001949","CG33978"
"11758","KH.C8.915","ENSCINT00000001959","CG33978"
"11759","KH.C8.916","ENSCINT00000027840","COL6A1"
"11760","KH.C8.917","ENSCINT00000014149","EIF2D"
"11761","KH.C8.917","ENSCINT00000014150","EIF2D"
"11762","KH.C8.917","ENSCINT00000000410","EIF2D"
"11763","KH.C8.917","ENSCINT00000000424","EIF2D"
"11764","KH.C8.917","ENSCINT00000014131","EIF2D"
"11765","KH.C8.919","ENSCINT00000024484","KH2013:KH.C8.919_CU694453.2"
"11766","KH.C8.919","ENSCINT00000029338","KH2013:KH.C8.919_CU694453.2"
"11767","KH.C8.919","ENSCINT00000011711","KH2013:KH.C8.919_CU694453.2"
"11768","KH.C8.920","ENSCINT00000003290","NR2C1/2"
"11769","KH.C8.921","ENSCINT00000009981","TMEM231"
"11770","KH.C8.922","ENSCINT00000015083","ICE"
"11771","KH.C8.93","ENSCINT00000013110","TMEM62"
"11772","KH.C8.94","ENSCINT00000024737","RGPD1/2/3/4/5/6/8"
"11773","KH.C8.94","ENSCINT00000013829","RGPD1/2/3/4/5/6/8"
"11774","KH.C8.94","ENSCINT00000024738","RGPD1/2/3/4/5/6/8"
"11775","KH.C8.94","ENSCINT00000024740","RGPD1/2/3/4/5/6/8"
"11776","KH.C8.94","ENSCINT00000024739","RGPD1/2/3/4/5/6/8"
"11777","KH.C8.95","ENSCINT00000015235","FBXL13/14/2/20"
"11778","KH.C8.95","ENSCINT00000024555","FBXL13/14/2/20"
"11779","KH.C8.96","ENSCINT00000004476","TIMM44"
"11780","KH.C8.97","ENSCINT00000029202","5-Mar"
"11781","KH.C8.97","ENSCINT00000016384","5-Mar"
"11782","KH.C8.97","ENSCINT00000029203","5-Mar"
"11783","KH.C8.97","ENSCINT00000016385","5-Mar"
"11784","KH.C8.98","ENSCINT00000024594","KH2013:KH.C8.98_KIFC3"
"11785","KH.C8.98","ENSCINT00000024595","KH2013:KH.C8.98_KIFC3"
"11786","KH.C8.98","ENSCINT00000015097","KH2013:KH.C8.98_KIFC3"
"11787","KH.C8.99","ENSCINT00000024621","FCHO1/2"
"11788","KH.C8.99","ENSCINT00000013290","FCHO1/2"
"11789","KH.C8.99","ENSCINT00000024622","FCHO1/2"
"11790","KH.C9.1","ENSCINT00000013578","NIP7"
"11791","KH.C9.10","ENSCINT00000024218","PRPF38B"
"11792","KH.C9.10","ENSCINT00000019483","PRPF38B"
"11793","KH.C9.10","ENSCINT00000019482","PRPF38B"
"11794","KH.C9.101","ENSCINT00000024263","KH2013:KH.C9.101"
"11795","KH.C9.101","ENSCINT00000017242","KH2013:KH.C9.101"
"11796","KH.C9.102","ENSCINT00000017161","FAM78B"
"11797","KH.C9.102","ENSCINT00000017160","FAM78B"
"11798","KH.C9.103","ENSCINT00000002493","SLC16A12/7"
"11799","KH.C9.104","ENSCINT00000003940","KH2013:KH.C9.104_CG30280"
"11800","KH.C9.105","ENSCINT00000009595","TCTN1/3"
"11801","KH.C9.105","ENSCINT00000009599","TCTN1/3"
"11802","KH.C9.106","ENSCINT00000024217","KH2013:KH.C9.106_TGFBR3"
"11803","KH.C9.108","ENSCINT00000025931","KH2013:KH.C9.108_SULT1ST1/2/3/4"
"11804","KH.C9.11","ENSCINT00000006788","MTRF1L"
"11805","KH.C9.11","ENSCINT00000006784","MTRF1L"
"11806","KH.C9.110","ENSCINT00000020153","KH2013:KH.C9.110_CG15347"
"11807","KH.C9.111","ENSCINT00000029415","TMEM218"
"11808","KH.C9.112","ENSCINT00000024226","SRCIN1"
"11809","KH.C9.112","ENSCINT00000019199","SRCIN1"
"11810","KH.C9.112","ENSCINT00000024227","SRCIN1"
"11811","KH.C9.113","ENSCINT00000027253","KH2013:KH.C9.113_NCS1"
"11812","KH.C9.113","ENSCINT00000011655","KH2013:KH.C9.113_NCS1"
"11813","KH.C9.115","ENSCINT00000024252","FBXO9"
"11814","KH.C9.115","ENSCINT00000017127","FBXO9"
"11815","KH.C9.117","ENSCINT00000013595","C10ORF76"
"11816","KH.C9.117","ENSCINT00000024087","C10ORF76"
"11817","KH.C9.117","ENSCINT00000024088","C10ORF76"
"11818","KH.C9.118","ENSCINT00000014139","CG10750"
"11819","KH.C9.12","ENSCINT00000024203","RALGPS1/2"
"11820","KH.C9.12","ENSCINT00000019502","RALGPS1/2"
"11821","KH.C9.122","ENSCINT00000014268","RAB14"
"11822","KH.C9.123","ENSCINT00000003565","RPE65"
"11823","KH.C9.123","ENSCINT00000003563","RPE65"
"11824","KH.C9.123","ENSCINT00000028823","RPE65"
"11825","KH.C9.124","ENSCINT00000004834","KH2013:KH.C9.124_PRPS1/2"
"11826","KH.C9.126","ENSCINT00000025912","KE6-like2"
"11827","KH.C9.126","ENSCINT00000025913","KE6-like2"
"11828","KH.C9.128","ENSCINT00000004510","RABEPK"
"11829","KH.C9.129","ENSCINT00000010598","BPHL"
"11830","KH.C9.13","ENSCINT00000002472","TSFM"
"11831","KH.C9.130","ENSCINT00000004719","TMBIM6"
"11832","KH.C9.131","ENSCINT00000007156","KH2013:KH.C9.131_TNC"
"11833","KH.C9.131","ENSCINT00000007164","KH2013:KH.C9.131_TNC"
"11834","KH.C9.131","ENSCINT00000007168","KH2013:KH.C9.131_TNC"
"11835","KH.C9.132","ENSCINT00000026137","OLFM1/2/3"
"11836","KH.C9.132","ENSCINT00000026138","OLFM1/2/3"
"11837","KH.C9.133","ENSCINT00000019489","UNC5A"
"11838","KH.C9.134","ENSCINT00000024201","KH2013:KH.C9.134_ALPHAPS4/5"
"11839","KH.C9.135","ENSCINT00000007210","DDX21/50"
"11840","KH.C9.135","ENSCINT00000024231","DDX21/50"
"11841","KH.C9.136","ENSCINT00000013602","IPO11"
"11842","KH.C9.136","ENSCINT00000013603","IPO11"
"11843","KH.C9.137","ENSCINT00000013349","MARCH1/8"
"11844","KH.C9.138","ENSCINT00000008830","RQCD1"
"11845","KH.C9.139","ENSCINT00000024312","KH2013:KH.C9.139_CLCN7"
"11846","KH.C9.139","ENSCINT00000024313","KH2013:KH.C9.139_CLCN7"
"11847","KH.C9.139","ENSCINT00000011278","KH2013:KH.C9.139_CLCN7"
"11848","KH.C9.14","ENSCINT00000020451","CEP192"
"11849","KH.C9.14","ENSCINT00000002349","CEP192"
"11850","KH.C9.141","ENSCINT00000003681","EIF1AD"
"11851","KH.C9.142","ENSCINT00000000425","KH2013:KH.C9.142_ANXA7"
"11852","KH.C9.142","ENSCINT00000024370","KH2013:KH.C9.142_ANXA7"
"11853","KH.C9.142","ENSCINT00000008762","KH2013:KH.C9.142_ANXA7"
"11854","KH.C9.142","ENSCINT00000024373","KH2013:KH.C9.142_ANXA7"
"11855","KH.C9.143","ENSCINT00000002880","TBCD"
"11856","KH.C9.143","ENSCINT00000002878","TBCD"
"11857","KH.C9.146","ENSCINT00000014073","KH2013:KH.C9.146_STOM"
"11858","KH.C9.146","ENSCINT00000014077","KH2013:KH.C9.146_STOM"
"11859","KH.C9.146","ENSCINT00000014068","KH2013:KH.C9.146_STOM"
"11860","KH.C9.147","ENSCINT00000029314","KH2013:KH.C9.147_KRTAP10-4/6/7"
"11861","KH.C9.147","ENSCINT00000013555","KH2013:KH.C9.147_KRTAP10-4/6/7"
"11862","KH.C9.147","ENSCINT00000029315","KH2013:KH.C9.147_KRTAP10-4/6/7"
"11863","KH.C9.147","ENSCINT00000029313","KH2013:KH.C9.147_KRTAP10-4/6/7"
"11864","KH.C9.149","ENSCINT00000026211","NMUR-4"
"11865","KH.C9.150","ENSCINT00000004787","DCLK1/2"
"11866","KH.C9.150","ENSCINT00000024278","DCLK1/2"
"11867","KH.C9.150","ENSCINT00000024277","DCLK1/2"
"11868","KH.C9.151","ENSCINT00000026083","MRPS12"
"11869","KH.C9.153","ENSCINT00000002893","GOLGA2"
"11870","KH.C9.154","ENSCINT00000014337","KH2013:KH.C9.154_EFCAB3"
"11871","KH.C9.155","ENSCINT00000024213","beta-carotene"
"11872","KH.C9.156","ENSCINT00000004846","KH2013:KH.C9.156_NAS-16/17/23/25/27/28/29/31/32"
"11873","KH.C9.156","ENSCINT00000024279","KH2013:KH.C9.156_NAS-16/17/23/25/27/28/29/31/32"
"11874","KH.C9.156","ENSCINT00000024280","KH2013:KH.C9.156_NAS-16/17/23/25/27/28/29/31/32"
"11875","KH.C9.157","ENSCINT00000002573","KH2013:KH.C9.157"
"11876","KH.C9.158","ENSCINT00000014605","KH2013:KH.C9.158"
"11877","KH.C9.159","ENSCINT00000017025","KH2013:KH.C9.159"
"11878","KH.C9.16","ENSCINT00000013690","SLC4A10/7/8"
"11879","KH.C9.16","ENSCINT00000013687","SLC4A10/7/8"
"11880","KH.C9.16","ENSCINT00000013672","SLC4A10/7/8"
"11881","KH.C9.16","ENSCINT00000013681","SLC4A10/7/8"
"11882","KH.C9.160","ENSCINT00000024245","UCP1/2/3"
"11883","KH.C9.160","ENSCINT00000024246","UCP1/2/3"
"11884","KH.C9.161","ENSCINT00000003678","KH2013:KH.C9.161"
"11885","KH.C9.162","ENSCINT00000026207","KH2013:KH.C9.162_RGS3"
"11886","KH.C9.162","ENSCINT00000026206","KH2013:KH.C9.162_RGS3"
"11887","KH.C9.163","ENSCINT00000024253","HSD17B7"
"11888","KH.C9.166","ENSCINT00000024152","KH2013:KH.C9.166_TOR1AIP1/2"
"11889","KH.C9.166","ENSCINT00000024153","KH2013:KH.C9.166_TOR1AIP1/2"
"11890","KH.C9.167","ENSCINT00000028223","KH2013:KH.C9.167_LRRC15"
"11891","KH.C9.168","ENSCINT00000003697","CG2183"
"11892","KH.C9.17","ENSCINT00000017135","SUR4"
"11893","KH.C9.170","ENSCINT00000024244","CNPPD1"
"11894","KH.C9.170","ENSCINT00000017023","CNPPD1"
"11895","KH.C9.171","ENSCINT00000013345","KH2013:KH.C9.171_LRSAM1"
"11896","KH.C9.174","ENSCINT00000026197","KH2013:KH.C9.174_MSMP"
"11897","KH.C9.176","ENSCINT00000007252","NOTCH1/2/3"
"11898","KH.C9.176","ENSCINT00000007233","NOTCH1/2/3"
"11899","KH.C9.176","ENSCINT00000007276","NOTCH1/2/3"
"11900","KH.C9.177","ENSCINT00000024235","KH2013:KH.C9.177_CLEC-190"
"11901","KH.C9.177","ENSCINT00000002563","KH2013:KH.C9.177_CLEC-190"
"11902","KH.C9.177","ENSCINT00000024236","KH2013:KH.C9.177_CLEC-190"
"11903","KH.C9.178","ENSCINT00000026203","SEC16A"
"11904","KH.C9.178","ENSCINT00000026200","SEC16A"
"11905","KH.C9.178","ENSCINT00000029140","SEC16A"
"11906","KH.C9.178","ENSCINT00000001272","SEC16A"
"11907","KH.C9.178","ENSCINT00000026202","SEC16A"
"11908","KH.C9.179","ENSCINT00000024042","MRPS16"
"11909","KH.C9.180","ENSCINT00000019554","GTF2B"
"11910","KH.C9.181","ENSCINT00000024182","C7ORF26"
"11911","KH.C9.181","ENSCINT00000019542","C7ORF26"
"11912","KH.C9.182","ENSCINT00000013523","KH2013:KH.C9.182_AADAT"
"11913","KH.C9.182","ENSCINT00000013529","KH2013:KH.C9.182_AADAT"
"11914","KH.C9.182","ENSCINT00000013525","KH2013:KH.C9.182_AADAT"
"11915","KH.C9.183","ENSCINT00000005451","KH2013:KH.C9.183"
"11916","KH.C9.183","ENSCINT00000024293","KH2013:KH.C9.183"
"11917","KH.C9.184","ENSCINT00000019537","BECN1"
"11918","KH.C9.186","ENSCINT00000009407","KH2013:KH.C9.186_PLCD1/3/4"
"11919","KH.C9.186","ENSCINT00000009411","KH2013:KH.C9.186_PLCD1/3/4"
"11920","KH.C9.186","ENSCINT00000009405","KH2013:KH.C9.186_PLCD1/3/4"
"11921","KH.C9.186","ENSCINT00000009415","KH2013:KH.C9.186_PLCD1/3/4"
"11922","KH.C9.187","ENSCINT00000019538","COL18A1"
"11923","KH.C9.187","ENSCINT00000014317","COL18A1"
"11924","KH.C9.187","ENSCINT00000024187","COL18A1"
"11925","KH.C9.188","ENSCINT00000007144","LRRC32"
"11926","KH.C9.19","ENSCINT00000025971","KH2013:KH.C9.19_RGS1/13/16/17/18/19/2/20/21/3/8"
"11927","KH.C9.190","ENSCINT00000024202","ANGPTL1/2/6"
"11928","KH.C9.191","ENSCINT00000013601","CABLES1/2"
"11929","KH.C9.192","ENSCINT00000029005","RUNDC1"
"11930","KH.C9.192","ENSCINT00000026171","RUNDC1"
"11931","KH.C9.195","ENSCINT00000019516","GOSR2"
"11932","KH.C9.197","ENSCINT00000002539","LRRC73"
"11933","KH.C9.198","ENSCINT00000013608","KH2013:KH.C9.198_PHYH"
"11934","KH.C9.199","ENSCINT00000024317","LRRFIP1/2"
"11935","KH.C9.199","ENSCINT00000024316","LRRFIP1/2"
"11936","KH.C9.2","ENSCINT00000013427","KH2013:KH.C9.2"
"11937","KH.C9.2","ENSCINT00000024128","KH2013:KH.C9.2"
"11938","KH.C9.20","ENSCINT00000024303","KH2013:KH.C9.20"
"11939","KH.C9.200","ENSCINT00000011691","PARP/1/2"
"11940","KH.C9.203","ENSCINT00000026193","CTH"
"11941","KH.C9.204","ENSCINT00000013655","Y47D9A.1"
"11942","KH.C9.204","ENSCINT00000013653","Y47D9A.1"
"11943","KH.C9.204","ENSCINT00000024066","Y47D9A.1"
"11944","KH.C9.207","ENSCINT00000014184","SPG20"
"11945","KH.C9.207","ENSCINT00000024359","SPG20"
"11946","KH.C9.209","ENSCINT00000019512","NR4A3"
"11947","KH.C9.21","ENSCINT00000016952","KH2013:KH.C9.21"
"11948","KH.C9.210","ENSCINT00000024222","KH2013:KH.C9.210_CYP4F11/12/13/14/15/16/17/18/2/3/40/8"
"11949","KH.C9.210","ENSCINT00000012139","KH2013:KH.C9.210_CYP4F11/12/13/14/15/16/17/18/2/3/40/8"
"11950","KH.C9.211","ENSCINT00000024286","REV1"
"11951","KH.C9.211","ENSCINT00000024285","REV1"
"11952","KH.C9.211","ENSCINT00000029258","REV1"
"11953","KH.C9.211","ENSCINT00000005228","REV1"
"11954","KH.C9.212","ENSCINT00000013518","C6AST1/3/4"
"11955","KH.C9.212","ENSCINT00000013521","C6AST1/3/4"
"11956","KH.C9.212","ENSCINT00000017916","C6AST1/3/4"
"11957","KH.C9.213","ENSCINT00000024242","KH2013:KH.C9.213"
"11958","KH.C9.214","ENSCINT00000025956","KH2013:KH.C9.214_ITGA1"
"11959","KH.C9.214","ENSCINT00000025957","KH2013:KH.C9.214_ITGA1"
"11960","KH.C9.215","ENSCINT00000013652","AKAP17A"
"11961","KH.C9.216","ENSCINT00000021089","KH2013:KH.C9.216_PLAC8"
"11962","KH.C9.217","ENSCINT00000011486","FAM125B"
"11963","KH.C9.218","ENSCINT00000026181","RGS1/21/4"
"11964","KH.C9.219","ENSCINT00000024319","KH2013:KH.C9.219"
"11965","KH.C9.22","ENSCINT00000002382","LMO7"
"11966","KH.C9.220","ENSCINT00000019501","PAK1IP1"
"11967","KH.C9.223","ENSCINT00000004742","KH2013:KH.C9.223_CDC42"
"11968","KH.C9.223","ENSCINT00000024275","KH2013:KH.C9.223_CDC42"
"11969","KH.C9.224","ENSCINT00000019492","BCMO1"
