"","ensembl_transcript_id","KHID","KHname","ensembl_gene_id","external_gene_name","refseq_peptide","refseq_peptide_predicted"
"4014","ENSCINT00000011855","KH.S521.5","PLS1/3","ENSCING00000005737","","","XP_004227520"
"4015","ENSCINT00000011857","KH.L13.29","DNAH17/9","ENSCING00000005721","","",""
"4016","ENSCINT00000011858","KH.C10.365","GAR1","ENSCING00000005744","","","XP_002130330"
"4017","ENSCINT00000011860","KH.C6.34","MAP3K7","ENSCING00000005742","","",""
"4018","ENSCINT00000011861","KH.L65.9","KH2013:KH.L65.9_FUCA/2","ENSCING00000005740","","",""
"4019","ENSCINT00000011862","KH.C6.140","ATP5O","ENSCING00000005746","","","XP_002127217"
"4020","ENSCINT00000011863","KH.C10.72","ZFP318","ENSCING00000005747","zf(u1like)-4","NP_001071902","XP_026692027"
"4021","ENSCINT00000011863","KH.C10.72","ZFP318","ENSCING00000005747","zf(u1like)-4","NP_001071902","XP_026692025"
"4022","ENSCINT00000011863","KH.C10.72","ZFP318","ENSCING00000005747","zf(u1like)-4","NP_001071902","XP_026692026"
"4023","ENSCINT00000011867","KH.C14.604","HAND/1/2","ENSCING00000005750","","",""
"4024","ENSCINT00000011868","KH.C10.411","DDX28","ENSCING00000005749","","",""
"4025","ENSCINT00000011871","KH.C10.440","IFIT1","ENSCING00000005751","","",""
"4026","ENSCINT00000011872","KH.C14.245","KH2013:KH.C14.245_TMED6","ENSCING00000005752","","","XP_002130338"
"4027","ENSCINT00000011874","KH.C14.316","MRPS35","ENSCING00000005753","","",""
"4028","ENSCINT00000011875","KH.C6.274","PSMC2","ENSCING00000005748","","","XP_002128188"
"4029","ENSCINT00000011886","KH.C10.170","KH2013:KH.C10.170","ENSCING00000005755","","","XP_002129102"
"4030","ENSCINT00000011888","KH.C10.457","KH2013:KH.C10.457_T05B4.12/13/8","ENSCING00000005763","","",""
"4031","ENSCINT00000011893","KH.L65.28","RNF25","ENSCING00000005762","","","XP_002124107"
"4032","ENSCINT00000011899","KH.L143.12","KH2013:KH.L143.12_CUBN","ENSCING00000005764","","",""
"4033","ENSCINT00000011902","KH.C6.149","A7UH64_CHICK","ENSCING00000005771","","","XP_002127698"
"4034","ENSCINT00000011903","KH.C10.97","KH2013:KH.C10.97_PNPO","ENSCING00000005769","","",""
"4035","ENSCINT00000011904","KH.C14.24","INTS7","ENSCING00000005761","","",""
"4036","ENSCINT00000011907","KH.L144.11","KH2013:KH.L144.11","ENSCING00000013874","","","XP_009861228"
"4037","ENSCINT00000011909","KH.L143.1","KH2013:KH.L143.1_NPHP1","ENSCING00000005773","","","XP_009861220"
"4038","ENSCINT00000011919","KH.L143.8","RDBP","ENSCING00000005779","","","XP_002128038"
"4039","ENSCINT00000011920","KH.L13.29","DNAH17/9","ENSCING00000005721","","","XP_018670753"
"4040","ENSCINT00000011923","KH.C1.749","KH2013:KH.C1.749_MASP1/2","ENSCING00000013798","","",""
"4041","ENSCINT00000011925","KH.L121.1","AMDHD2","ENSCING00000017603","","",""
"4042","ENSCINT00000011926","KH.L121.1","AMDHD2","ENSCING00000005785","","","XP_002130591"
"4043","ENSCINT00000011931","KH.L13.29","DNAH17/9","ENSCING00000022756","","","XP_002125385"
"4044","ENSCINT00000011935","KH.L13.2","KH2013:KH.L13.2_HSPG2","ENSCING00000005788","","",""
"4045","ENSCINT00000011940","KH.L65.19","KH2013:KH.L65.19_FRK","ENSCING00000005770","","","XP_002123635"
"4046","ENSCINT00000011940","KH.L65.19","KH2013:KH.L65.19_FRK","ENSCING00000005770","","","XP_026694882"
"4047","ENSCINT00000011940","KH.L65.19","KH2013:KH.L65.19_FRK","ENSCING00000005770","","","XP_026694883"
"4048","ENSCINT00000011942","KH.S115.28","C2ORF84","ENSCING00000005792","","",""
"4049","ENSCINT00000011943","KH.S115.7","ARL13B","ENSCING00000005794","","",""
"4050","ENSCINT00000011952","KH.C14.553","H2AFV","ENSCING00000005798","","","XP_026693501"
"4051","ENSCINT00000011954","KH.C10.132","KH2013:KH.C10.132","ENSCING00000005799","","",""
"4052","ENSCINT00000011962","KH.C10.240","ALDH6A1","ENSCING00000005778","","","XP_002129430"
"4053","ENSCINT00000011962","KH.C10.240","ALDH6A1","ENSCING00000005778","","","XP_009859875"
"4054","ENSCINT00000011962","KH.C10.240","ALDH6A1","ENSCING00000005778","","","XP_026692154"
"4055","ENSCINT00000011966","KH.C14.328","SEC24A","ENSCING00000005800","","",""
"4056","ENSCINT00000011974","KH.C10.396","4933413G19RIK","ENSCING00000005805","","","XP_026692255"
"4057","ENSCINT00000011974","KH.C10.396","4933413G19RIK","ENSCING00000005805","","","XP_002125954"
"4058","ENSCINT00000011978","KH.C10.614","UBE2J2","ENSCING00000005808","","",""
"4059","ENSCINT00000011982","KH.L121.2","GNAL","ENSCING00000005789","","","XP_002124602"
"4060","ENSCINT00000011985","KH.C10.597","PHF14","ENSCING00000005810","","",""
"4061","ENSCINT00000011986","KH.C14.601","SAR1A","ENSCING00000005807","","","XP_002129675"
"4062","ENSCINT00000011995","KH.C14.579","FAM149A","ENSCING00000020093","","",""
"4063","ENSCINT00000011996","KH.C12.450","KH2013:KH.C12.450_SLC5A3","ENSCING00000005804","","",""
"4064","ENSCINT00000011997","KH.L121.2","GNAL","ENSCING00000022191","","","XP_009859638"
"4065","ENSCINT00000011998","KH.C14.615","KH2013:KH.C14.615","ENSCING00000005814","","",""
"4066","ENSCINT00000012001","KH.S215.15","TMEM203","ENSCING00000014515","","","XP_002128989"
"4067","ENSCINT00000012003","KH.C10.91","DPR/10/11/12/14/16/18/19/2/3/4/5/6/7/8/9","ENSCING00000005813","","","XP_002124612"
"4068","ENSCINT00000012004","KH.L65.19","KH2013:KH.L65.19_FRK","ENSCING00000019185","","",""
"4069","ENSCINT00000012006","KH.S461.5","GJA10/9","ENSCING00000015377","","",""
"4070","ENSCINT00000012007","KH.C14.120","RPS24","ENSCING00000005817","","","XP_002129810"
"4071","ENSCINT00000012008","KH.C10.74","ADORA2B","ENSCING00000022376","","",""
"4072","ENSCINT00000012012","KH.C12.592","KH2013:KH.C12.592_MEP1/2/3","ENSCING00000005822","amt-2","NP_001027964",""
"4073","ENSCINT00000012018","KH.C12.131","MYO9A","ENSCING00000005825","","","XP_002126099"
"4074","ENSCINT00000012018","KH.C12.131","MYO9A","ENSCING00000005825","","","XP_026692933"
"4075","ENSCINT00000012021","KH.C8.465","KH2013:KH.C8.465_SLC2A9","ENSCING00000013297","","",""
"4076","ENSCINT00000012022","KH.S498.1","CCNE1","ENSCING00000017600","","",""
"4077","ENSCINT00000012025","KH.C10.367","SIX3/4/6","ENSCING00000005828","","",""
"4078","ENSCINT00000012028","KH.C14.346","ZMIZ1/2","ENSCING00000005821","pias-like","NP_001123220",""
"4079","ENSCINT00000012032","KH.C10.99","CG6650","ENSCING00000005833","","",""
"4080","ENSCINT00000012035","KH.C6.263","GLUL","ENSCING00000005776","","",""
"4081","ENSCINT00000012037","KH.C10.239","RPS27A","ENSCING00000005834","r27a","NP_001027675","XP_009859844"
"4082","ENSCINT00000012037","KH.C10.239","RPS27A","ENSCING00000005834","r27a","NP_001027675","XP_009859843"
"4083","ENSCINT00000012040","KH.C10.81","PPP2R5D","ENSCING00000005809","","",""
"4084","ENSCINT00000012041","KH.C6.79","PARP4","ENSCING00000005839","","",""
"4085","ENSCINT00000012042","KH.C1.852","RDL1","ENSCING00000005840","","","XP_002126271"
"4086","ENSCINT00000012044","KH.C10.81","PPP2R5D","ENSCING00000005809","","",""
"4087","ENSCINT00000012045","KH.L65.18","IDS","ENSCING00000005829","","",""
"4088","ENSCINT00000012046","KH.C6.25","WNT2/4/5","ENSCING00000005841","","",""
"4089","ENSCINT00000012047","KH.C10.81","PPP2R5D","ENSCING00000005809","","",""
"4090","ENSCINT00000012048","KH.C12.69","OGDHL","ENSCING00000005831","","",""
"4091","ENSCINT00000012051","KH.L65.18","IDS","ENSCING00000005829","","",""
"4092","ENSCINT00000012053","KH.C6.99","ZMPSTE24","ENSCING00000005845","","","XP_004226161"
"4093","ENSCINT00000012055","KH.C14.143","RBM22","ENSCING00000005843","zf(c3h)-12","NP_001071914",""
"4094","ENSCINT00000012063","KH.C10.599","GLD","ENSCING00000005838","","",""
"4095","ENSCINT00000012065","KH.C6.134","KH2013:KH.C6.134_CLEC-41/42/43/5/6/7/9","ENSCING00000005852","","",""
"4096","ENSCINT00000012074","KH.C12.69","OGDHL","ENSCING00000021189","","",""
"4097","ENSCINT00000012076","KH.C10.376","KH2013:KH.C10.376_CG9517","ENSCING00000005854","","",""
"4098","ENSCINT00000012084","KH.C10.82","C14ORF45","ENSCING00000005861","","","XP_002122599"
"4099","ENSCINT00000012087","KH.C14.43","SMA-6","ENSCING00000005855","tgfbr-ib","NP_001071968","XP_009860702"
"4100","ENSCINT00000012092","KH.C2.149","NCAPD3","ENSCING00000005863","","",""
"4101","ENSCINT00000012093","KH.C14.145","RSL24D1","ENSCING00000005865","","",""
"4102","ENSCINT00000012094","KH.C1.1023","TM9SF2","ENSCING00000005851","","","XP_004225567"
"4103","ENSCINT00000012097","KH.C1.1224","LEPREL1/2","ENSCING00000005866","leprecan","NP_001027608",""
"4104","ENSCINT00000012099","KH.C10.207","KH2013:KH.C10.207","ENSCING00000005862","","","XP_002129822"
"4105","ENSCINT00000012110","KH.C1.222","AKR1C2/21","ENSCING00000005870","akr1a","NP_001027833",""
"4106","ENSCINT00000012116","KH.L47.10","KH2013:KH.L47.10","ENSCING00000024299","","","XP_002121857"
"4107","ENSCINT00000012120","KH.C14.495","UGDH","ENSCING00000005868","","",""
"4108","ENSCINT00000012127","KH.C2.366","KIAA1109","ENSCING00000005876","","",""
"4109","ENSCINT00000012128","KH.C14.306","IRF1/10/2/5","ENSCING00000005877","","",""
"4110","ENSCINT00000012132","KH.C2.366","KIAA1109","ENSCING00000005880","","",""
"4111","ENSCINT00000012139","KH.C9.210","KH2013:KH.C9.210_CYP4F11/12/13/14/15/16/17/18/2/3/40/8","ENSCING00000012966","","",""
"4112","ENSCINT00000012140","KH.L47.1","DPP8/9","ENSCING00000005875","","",""
"4113","ENSCINT00000012141","KH.C12.405","KH2013:KH.C12.405_FCN1/2/3","ENSCING00000024396","","",""
"4114","ENSCINT00000012142","KH.C12.522","NUP160","ENSCING00000011252","","",""
"4115","ENSCINT00000012144","KH.C2.278","UFSP2","ENSCING00000005881","","","XP_002129227"
"4116","ENSCINT00000012147","KH.C2.970","KH2013:KH.C2.970_SRD5A3","ENSCING00000005886","","","XP_002129419"
"4117","ENSCINT00000012149","KH.C12.127","CCDC104","ENSCING00000005883","","","XP_026692919"
"4118","ENSCINT00000012151","KH.L47.8","C1ORF88","ENSCING00000005885","","","XP_002124604"
"4119","ENSCINT00000012152","KH.C12.481","KDM5A","ENSCING00000005888","","",""
"4120","ENSCINT00000012157","KH.C2.207","KH2013:KH.C2.207_Y106G6H.5","ENSCING00000007625","","",""
"4121","ENSCINT00000012161","KH.C1.980","CAPZB","ENSCING00000005895","capzb","",""
"4122","ENSCINT00000012169","KH.C2.935","KH2013:KH.C2.935_S1PR1/2/3/4/5","ENSCING00000005899","","",""
"4123","ENSCINT00000012173","KH.C10.84","NDUFS2","ENSCING00000005858","","","XP_002122965"
"4124","ENSCINT00000012175","KH.C10.150","KH2013:KH.C10.150","ENSCING00000005904","","",""
"4125","ENSCINT00000012177","KH.S544.3","DMRTA1/2","ENSCING00000005905","dmrt1","NP_001071680",""
"4126","ENSCINT00000012180","KH.C10.150","KH2013:KH.C10.150","ENSCING00000005904","","",""
"4127","ENSCINT00000012181","KH.S544.1","KH2013:KH.S544.1_CMTM8","ENSCING00000005906","","","XP_002129906"
"4128","ENSCINT00000012185","KH.C2.240","ATP10B","ENSCING00000005896","","",""
"4129","ENSCINT00000012195","KH.L165.4","VGLL2/3","ENSCING00000005913","","","XP_002128412"
"4130","ENSCINT00000012200","KH.S918.1","KH2013:KH.S918.1_CYP-33C1/11/12/3/4/5/6/7/8","ENSCING00000005903","","","XP_002119562"
"4131","ENSCINT00000012202","KH.L165.2","HTATSF1","ENSCING00000005914","","","XP_002128481"
"4132","ENSCINT00000012212","KH.C2.892","KH2013:KH.C2.892_ACOX2","ENSCING00000005917","","","XP_002131877"
"4133","ENSCINT00000012225","KH.C2.284","AIFM1","ENSCING00000005922","","",""
"4134","ENSCINT00000012226","KH.S918.4","SIRT2","ENSCING00000012974","","","XP_002119370"
"4135","ENSCINT00000012227","KH.C2.179","ATP8A1/2","ENSCING00000005920","","",""
"4136","ENSCINT00000012228","KH.C2.143","RAB9B","ENSCING00000005924","","","XP_002131619"
"4137","ENSCINT00000012233","KH.C2.255","GEMIN5","ENSCING00000005927","","",""
"4138","ENSCINT00000012236","KH.C2.865","CCKAR","ENSCING00000005928","","NP_001027945",""
"4139","ENSCINT00000012248","KH.C1.158","GSH1","ENSCING00000004771","","",""
"4140","ENSCINT00000012252","KH.C2.1017","SLC30A5","ENSCING00000005935","","",""
"4141","ENSCINT00000012257","KH.C2.163","KH2013:KH.C2.163_MUP1/3","ENSCING00000005934","","",""
"4142","ENSCINT00000012258","KH.C2.750","C2ORF29","ENSCING00000005938","","","XP_002131305"
"4143","ENSCINT00000012261","KH.C2.20","KH2013:KH.C2.20","ENSCING00000005939","","","XP_002131250"
"4144","ENSCINT00000012263","KH.C2.1013","KH2013:KH.C2.1013_SRPX/2","ENSCING00000005940","","",""
"4145","ENSCINT00000012265","KH.C2.527","UBN1/2","ENSCING00000005941","","",""
"4146","ENSCINT00000012266","KH.C2.163","KH2013:KH.C2.163_MUP1/3","ENSCING00000023402","","",""
"4147","ENSCINT00000012269","KH.C5.29","GLDC","ENSCING00000005921","","","XP_002120534"
"4148","ENSCINT00000012277","KH.C2.199","DCHS1","ENSCING00000005946","","",""
"4149","ENSCINT00000012286","KH.C5.665","KH2013:KH.C5.665","ENSCING00000005947","","",""
"4150","ENSCINT00000012287","KH.C2.573","SMAD1/5/9","ENSCING00000005942","","",""
"4151","ENSCINT00000012294","KH.C2.349","ZDHHC15/2/20","ENSCING00000005948","zf(dhhc)-1","NP_001072018",""
"4152","ENSCINT00000012297","KH.C2.1067","SRBD1","ENSCING00000005950","","",""
"4153","ENSCINT00000012310","KH.C2.599","FOLR1/2/4","ENSCING00000005953","","","XP_002130677"
"4154","ENSCINT00000012312","KH.C2.327","AFF1/2/3/4","ENSCING00000005955","","","XP_018673248"
"4155","ENSCINT00000012312","KH.C2.327","AFF1/2/3/4","ENSCING00000005955","","","XP_026696735"
"4156","ENSCINT00000012314","KH.C2.603","NDST1/2/3/4","ENSCING00000005957","","",""
"4157","ENSCINT00000012319","KH.C2.603","NDST1/2/3/4","ENSCING00000005957","","",""
"4158","ENSCINT00000012320","KH.C2.611","KH2013:KH.C2.611_GLIPR2","ENSCING00000005958","","",""
"4159","ENSCINT00000012324","KH.C6.268","KH2013:KH.C6.268_JMJD7","ENSCING00000005963","","",""
"4160","ENSCINT00000012328","KH.C6.264","KH2013:KH.C6.264_DAF-36","ENSCING00000005966","","",""
"4161","ENSCINT00000012329","KH.L46.12","ANGPTL1/6","ENSCING00000005964","","",""
"4162","ENSCINT00000012333","KH.C6.58","LACE1","ENSCING00000005967","","",""
"4163","ENSCINT00000012337","KH.L46.15","KH2013:KH.L46.15_VBA2/3/5","ENSCING00000005970","","",""
"4164","ENSCINT00000012339","KH.L46.16","IFT20","ENSCING00000005972","","","XP_002130224"
"4165","ENSCINT00000012342","KH.L46.10","CG14763","ENSCING00000005974","","","XP_002130187"
"4166","ENSCINT00000012344","KH.C12.116","POU2F1/2","ENSCING00000005977","pax2/5/8-b","NP_001071959","XP_018669754"
"4167","ENSCINT00000012344","KH.C12.116","POU2F1/2","ENSCING00000005977","pax2/5/8-b","NP_001071959","XP_026692701"
"4168","ENSCINT00000012345","KH.L46.3","KH2013:KH.L46.3","ENSCING00000005976","","",""
"4169","ENSCINT00000012347","KH.L46.7","KH2013:KH.L46.7_EPHX3/4","ENSCING00000005979","","",""
"4170","ENSCINT00000012350","KH.C12.372","CDC2/28","ENSCING00000005978","","",""
"4171","ENSCINT00000012351","KH.C12.185","SRP19","ENSCING00000005981","","",""
"4172","ENSCINT00000012352","KH.C12.47","PDHA1/2","ENSCING00000010459","","","XP_002131120"
"4173","ENSCINT00000012354","KH.C1.471","NCAPD2","ENSCING00000005985","","",""
"4174","ENSCINT00000012358","KH.C4.161","KH2013:KH.C4.161_SLC23A1/2","ENSCING00000005987","","",""
"4175","ENSCINT00000012361","KH.C4.244","KH2013:KH.C4.244","ENSCING00000005988","","","XP_002126549"
"4176","ENSCINT00000012362","KH.C12.164","CTPS/2","ENSCING00000005983","","",""
"4177","ENSCINT00000012365","KH.C12.164","CTPS/2","ENSCING00000005983","","",""
"4178","ENSCINT00000012369","KH.C4.330","KH2013:KH.C4.330_SLC23A1/2","ENSCING00000005989","","",""
"4179","ENSCINT00000012370","KH.L157.4","CEP128","ENSCING00000005990","","",""
"4180","ENSCINT00000012373","KH.C1.574","KH2013:KH.C1.574_MS4A15/2","ENSCING00000005993","","",""
"4181","ENSCINT00000012374","KH.C1.591","KH2013:KH.C1.591_SLC6A14","ENSCING00000005986","","",""
"4182","ENSCINT00000012378","KH.C4.494","SIGLEC1","ENSCING00000005991","","",""
"4183","ENSCINT00000012380","KH.C6.120","KH2013:KH.C6.120_XDH","ENSCING00000005969","","",""
"4184","ENSCINT00000012381","KH.C1.591","KH2013:KH.C1.591_SLC6A14","ENSCING00000024700","","",""
"4185","ENSCINT00000012390","KH.S882.1","CEC-1","ENSCING00000016599","","",""
"4186","ENSCINT00000012392","KH.C1.633","PICALM","ENSCING00000005999","","","XP_026693570"
"4187","ENSCINT00000012393","KH.C4.737","WDHD1","ENSCING00000005998","","",""
"4188","ENSCINT00000012395","KH.C1.89","MPDU1","ENSCING00000006002","","",""
"4189","ENSCINT00000012397","KH.C4.722","GSC","ENSCING00000006004","gsc","NP_001071728",""
"4190","ENSCINT00000012400","KH.C1.99","SOX1/2/3","ENSCING00000006005","","",""
"4191","ENSCINT00000012405","KH.C9.788","KH2013:KH.C9.788_ITGA6B","ENSCING00000019418","","",""
"4192","ENSCINT00000012406","KH.C1.63","SEH1L","ENSCING00000006008","","",""
"4193","ENSCINT00000012407","KH.C6.145","CHRD","ENSCING00000006001","","",""
"4194","ENSCINT00000012410","KH.C1.870","KH2013:KH.C1.870_SLC6A14","ENSCING00000024700","","",""
"4195","ENSCINT00000012417","KH.C6.145","CHRD","ENSCING00000022945","","",""
"4196","ENSCINT00000012418","KH.C1.809","MCART1/2","ENSCING00000006011","","",""
"4197","ENSCINT00000012430","KH.C6.7","E1BS39_CHICK","ENSCING00000006014","","",""
"4198","ENSCINT00000012434","KH.C6.180","KH2013:KH.C6.180","ENSCING00000006017","","","XP_026690588"
"4199","ENSCINT00000012436","KH.C4.258","GK/2","ENSCING00000006006","","",""
"4200","ENSCINT00000012442","KH.C1.677","KDM5B","ENSCING00000006013","","",""
"4201","ENSCINT00000012445","KH.L157.6","SIK1/2","ENSCING00000006022","","","XP_002121419"
"4202","ENSCINT00000012445","KH.L157.6","SIK1/2","ENSCING00000006022","","","XP_018671062"
"4203","ENSCINT00000012447","KH.C6.141","KH2013:KH.C6.141_COL6A6","ENSCING00000006024","","",""
"4204","ENSCINT00000012457","KH.C1.454","STARD3","ENSCING00000006033","","",""
"4205","ENSCINT00000012462","KH.C1.789","HIBADH","ENSCING00000006035","","","XP_002130423"
"4206","ENSCINT00000012476","KH.C11.191","TPD52L1/2/3","ENSCING00000006044","","",""
"4207","ENSCINT00000012483","KH.C1.311","PSMD3","ENSCING00000006038","","",""
"4208","ENSCINT00000012499","KH.L124.20","KH2013:KH.L124.20_SLC15A1/2","ENSCING00000006043","","",""
"4209","ENSCINT00000012503","KH.L18.119","PPFIA1/2/3/4","ENSCING00000006030","","",""
"4210","ENSCINT00000012509","KH.C1.451","KH2013:KH.C1.451_CG8147","ENSCING00000006050","","",""
"4211","ENSCINT00000012510","KH.C6.75","CEP57","ENSCING00000006051","","",""
"4212","ENSCINT00000012511","KH.C11.344","PCK1/2","ENSCING00000006054","","","XP_009860099"
"4213","ENSCINT00000012515","KH.C1.451","KH2013:KH.C1.451_CG8147","ENSCING00000020605","","",""
"4214","ENSCINT00000012516","KH.C6.298","YGR054W","ENSCING00000006056","","","XP_002129623"
"4215","ENSCINT00000012517","KH.C1.27","CERS5/6","ENSCING00000006059","lag1-like1","NP_001071753",""
"4216","ENSCINT00000012518","KH.C1.991","YMR114C","ENSCING00000006055","","",""
"4217","ENSCINT00000012520","KH.C1.199","BBS1","ENSCING00000006064","","",""
"4218","ENSCINT00000012522","KH.L18.17","KH2013:KH.L18.17_C47F8.3/5/6","ENSCING00000006058","","","XP_026694410"
"4219","ENSCINT00000012522","KH.L18.17","KH2013:KH.L18.17_C47F8.3/5/6","ENSCING00000006058","","","XP_026694411"
"4220","ENSCINT00000012523","KH.C6.276","KIAA1524","ENSCING00000006061","","",""
"4221","ENSCINT00000012524","KH.C1.309","SNF8","ENSCING00000006065","","","XP_002125395"
"4222","ENSCINT00000012526","KH.C1.828","WDR44","ENSCING00000006063","","","XP_002123937"
"4223","ENSCINT00000012527","KH.L18.63","CYB5R1/2/3","ENSCING00000016482","","","XP_002126207"
"4224","ENSCINT00000012532","KH.C1.994","SNRNP35/70","ENSCING00000006015","","","XP_002131795"
"4225","ENSCINT00000012538","KH.C1.747","KH2013:KH.C1.747_QDR1/2/3","ENSCING00000006073","","",""
"4226","ENSCINT00000012542","KH.C1.936","ERLEC1","ENSCING00000006068","","",""
"4227","ENSCINT00000012544","KH.L18.78","KH2013:KH.L18.78","ENSCING00000006067","","",""
"4228","ENSCINT00000012547","KH.L18.11","RBKS","ENSCING00000006080","","",""
"4229","ENSCINT00000012548","KH.C1.535","MASTL","ENSCING00000023109","","",""
"4230","ENSCINT00000012549","KH.C1.983","KLF10/11/2/4","ENSCING00000006082","","",""
"4231","ENSCINT00000012550","KH.L124.8","STK32A","ENSCING00000006077","","",""
"4232","ENSCINT00000012556","KH.C1.609","HELLS","ENSCING00000006076","","",""
"4233","ENSCINT00000012557","KH.L18.61","EEF2K","ENSCING00000006085","","",""
"4234","ENSCINT00000012559","KH.C1.989","KH2013:KH.C1.989_TM6SF1/2","ENSCING00000006087","","","XP_002129070"
"4235","ENSCINT00000012560","KH.S1116.3","DYNLL1","ENSCING00000006086","","","XP_002127309"
"4236","ENSCINT00000012561","KH.C1.536","ACOT7","ENSCING00000006089","","",""
"4237","ENSCINT00000012563","KH.C1.29","KH2013:KH.C1.29_EIF4EBP1","ENSCING00000006091","","","XP_002128651"
"4238","ENSCINT00000012564","KH.C6.1","BOP1","ENSCING00000006069","","",""
"4239","ENSCINT00000012565","KH.C1.1243","KH2013:KH.C1.1243","ENSCING00000006093","","","XP_002128539"
"4240","ENSCINT00000012566","KH.C1.327","KH2013:KH.C1.327","ENSCING00000006094","","",""
"4241","ENSCINT00000012570","KH.C1.477","UBA3","ENSCING00000006095","","","XP_002128360"
"4242","ENSCINT00000012573","KH.C1.935","APOB","ENSCING00000006099","","",""
"4243","ENSCINT00000012575","KH.C7.694","KH2013:KH.C7.694_GPR84","ENSCING00000011908","","",""
"4244","ENSCINT00000012576","KH.C1.61","DNASE1L2/3","ENSCING00000006100","","","XP_002124912"
"4245","ENSCINT00000012576","KH.C1.61","DNASE1L2/3","ENSCING00000006100","","","XP_026696259"
"4246","ENSCINT00000012580","KH.L18.84","KH2013:KH.L18.84_FURIN","ENSCING00000006088","","",""
"4247","ENSCINT00000012582","KH.C9.258","KH2013:KH.C9.258_WBSCR27","ENSCING00000006103","","",""
"4248","ENSCINT00000012587","KH.C1.188","Ci-epi1","ENSCING00000006101","","",""
"4249","ENSCINT00000012588","KH.C6.1","BOP1","ENSCING00000006069","","",""
"4250","ENSCINT00000012589","KH.C7.565","KH2013:KH.C7.565","ENSCING00000014864","","","XP_002126127"
"4251","ENSCINT00000012594","KH.C9.80","DCUN1D4/5","ENSCING00000006105","","","XP_009859664"
"4252","ENSCINT00000012595","KH.C11.323","ZNRF1/2","ENSCING00000006109","","","XP_002130597"
"4253","ENSCINT00000012602","KH.C1.1203","KH2013:KH.C1.1203_MUP1/3","ENSCING00000006112","","",""
"4254","ENSCINT00000012607","KH.C1.184","KH2013:KH.C1.184_FBN2","ENSCING00000006114","","",""
"4255","ENSCINT00000012613","KH.C9.93","ZBTB34","ENSCING00000006111","","",""
"4256","ENSCINT00000012619","KH.L84.8","DEPDC5","ENSCING00000006117","","",""
"4257","ENSCINT00000012624","KH.L18.8","KH2013:KH.L18.8_FURIN","ENSCING00000016470","","",""
"4258","ENSCINT00000012630","KH.C4.254","KH2013:KH.C4.254_ATP8B2/4","ENSCING00000006046","","",""
"4259","ENSCINT00000012631","KH.L18.12","SLC6A8","ENSCING00000006122","","",""
"4260","ENSCINT00000012636","KH.L84.10","KH2013:KH.L84.10_SLC5A3","ENSCING00000006120","","",""
"4261","ENSCINT00000012639","KH.C4.342","MLLT1/3","ENSCING00000006124","","",""
"4262","ENSCINT00000012642","KH.C4.788","SLC22A21/5","ENSCING00000006126","","",""
"4263","ENSCINT00000012644","KH.C1.933","HADHA","ENSCING00000006084","","","XP_002119595"
"4264","ENSCINT00000012660","KH.C1.242","KH2013:KH.C1.242_ACTA1/2","ENSCING00000006125","","","XP_009862521"
"4265","ENSCINT00000012660","KH.C1.242","KH2013:KH.C1.242_ACTA1/2","ENSCING00000006125","","","XP_002132052"
"4266","ENSCINT00000012664","KH.L84.15","SRPRB","ENSCING00000006131","","",""
"4267","ENSCINT00000012665","KH.C1.59","HADHB","ENSCING00000006127","","",""
"4268","ENSCINT00000012668","KH.C1.246","CYP20A1","ENSCING00000006134","","",""
"4269","ENSCINT00000012669","KH.C1.101","KH2013:KH.C1.101_CDIPT","ENSCING00000006135","","","XP_002121442"
"4270","ENSCINT00000012671","KH.C1.553","OLFM2/3","ENSCING00000006137","","",""
"4271","ENSCINT00000012676","KH.C1.515","RAB12","ENSCING00000006139","","","XP_002120167"
"4272","ENSCINT00000012678","KH.C1.181","KH2013:KH.C1.181_CUZD1","ENSCING00000006140","","","XP_002120027"
"4273","ENSCINT00000012679","KH.L18.22","BDH1","ENSCING00000006141","","",""
"4274","ENSCINT00000012684","KH.L18.49","NAALADL2","ENSCING00000006143","","","XP_004227137"
"4275","ENSCINT00000012686","KH.C1.445","KH2013:KH.C1.445_CG9903","ENSCING00000006144","","",""
"4276","ENSCINT00000012687","KH.L18.9","KH2013:KH.L18.9_YER130C","ENSCING00000006145","","",""
"4277","ENSCINT00000012688","KH.C1.1188","KLHL1/3/4","ENSCING00000006146","","",""
"4278","ENSCINT00000012690","KH.L84.27","DCUN1D1/2","ENSCING00000006132","","","XP_002129309"
"4279","ENSCINT00000012693","KH.C10.36","ABCC10","ENSCING00000006107","","",""
"4280","ENSCINT00000012699","KH.L18.102","FNTA","ENSCING00000006149","","","XP_009861425"
"4281","ENSCINT00000012710","KH.L18.50","GTF2F2","ENSCING00000006151","","","XP_002119394"
"4282","ENSCINT00000012711","KH.L84.32","KNG2","ENSCING00000006150","","","XP_002129086"
"4283","ENSCINT00000012713","KH.L18.50","GTF2F2","ENSCING00000006153","","",""
"4284","ENSCINT00000012714","KH.L18.38","NAT1","ENSCING00000006155","","","XP_002127795"
"4285","ENSCINT00000012720","KH.L18.74","EFHC2","ENSCING00000006158","efhc2","NP_001071886","XP_009861426"
"4286","ENSCINT00000012725","KH.S1528.2","KH2013:KH.S1528.2","ENSCING00000006162","","",""
"4287","ENSCINT00000012726","KH.L18.92","KH2013:KH.L18.92_MYO7A","ENSCING00000006161","","",""
