Experiment date (EP),EP experimentator + Imaging acquisition,Condition,ID embryo,Cell Segmentation,Threshold nuclei,Threshold membrane,Surface Segmentation,Merged cells to get new surface information from cell segmentation,Shortest distance between ATM group to TVC group (from edge to edge) µm,Comment on the distance,Comment on the embryo,Phenotype,Details,"Quality of segmentation based on labelling (good, correct, not good)",Comments
2020-10-07,Margaux Failla,Fgfr,Slide2_Image33_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,Fgfr,Slide2_Image33_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,Fgfr,Slide2_Image34,no,,,-,no,,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATM migrated and divided with the TVCs in the trunk,correct,-
2020-10-07,Margaux Failla,Fgfr,Slide2_Image35_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,Fgfr,Slide2_Image35_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,Fgfr,Slide2_Image36_left,no,,,-,no,,-,problem migration and orientation,inhibited TVC migration / TVC cell alignment,one of the TVC didn't migrate and divided with the ATMs in the tail; the other TVC divided but not in the medio-laterale orientation,not good,-
2020-10-07,Margaux Failla,Fgfr,Slide2_Image36_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,Fgfr,Slide2_Image37_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,Fgfr,Slide2_Image37_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,Fgfr,Slide2_Image38,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,Fgfr,Slide2_Image39,no,,,-,no,,-,problem division,inhibited TVC division,"one of the TVC didn't divide completely in the trunk (one cells has nuclei separated but still in the same cell, so didn't divide completely, not seen in the segmentation)",good,"One cell has nuclei separated but still in the same cell, so didn't divide completely, not seen in the segmentation"
2020-10-07,Margaux Failla,Fgfr,Slide2_Image40_left,no,,,-,no,,-,problem migration,enhanced ATM migration,one of the ATM migrated with the TVCs in the trunk,correct,Ambiguous phenotype between left and right
2020-10-07,Margaux Failla,Fgfr,Slide2_Image40_right,no,,,-,no,,-,problem division and disposition TVC,inhibited TVC division / problem disposition TVC,one of the TVC didn't divide in the trunk and it is separated from the other TVC,correct,Ambiguous phenotype between left and right
2020-10-07,Margaux Failla,Fgfr,Slide2_Image41_left,no,,,-,no,,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,Fgfr,Slide2_Image41_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,Fgfr,Slide2_Image42,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,Fgfr,Slide2_Image44_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,Fgfr,Slide2_Image44_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image1_left,yes,90.1,29,-,yes,0,groups connected,problem migration and division,inhibited TVC migration / inhibited TVC division,"the 2 TVCs didn't migrated completely, still attached to the ATMs and they didn't divide",good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image1_right,yes,71.5,22.7,-,yes,0,groups connected,problem migration and division,enhanced ATM migration / enhanced ATM division,"one of the ATMs migrated with the TVCs in the trunk but not completely so still attached to the other ATM in the tail, and the ATM that migrated divided in the trunk; the ATM that stayed in the tail divided too",good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image2,yes,88.5,25.1,-,yes,25.9,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image3_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image4,no,,,-,no,,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVCs didn't migrate and didn't divide, it stayed in the tail with the ATMs; the TVC that migrated didn't divide in the trunk",correct,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image5,yes,85,42.5,-,yes,32.7,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image6_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image6_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image7_right,yes,95.1,48.4,-,yes,49.8,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image8,yes,76.4,25.3,-,yes,30.4,-,problem division,inhibited TVC division / problem disposition ATM,the 2 TVCs didn't divide in the trunk; the ATMs are separated from each other,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image9,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image10,yes,75.8,27.5,-,yes,27.6,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image11_left,yes,64,39.9,-,yes,25.2,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image11_right,yes,80.3,32.3,-,yes,17.8,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,not good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image13_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image14,yes,95,37.6,-,yes,30.5,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVCs didn't migrate and didn't divide, it stayed in the tail with the ATMs",not good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image15_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image15_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image16,no,,,-,no,,-,problem migration and division,enhanced ATM migration / enhanced ATM division,the 2 ATMs migrated with the TVCs in the trunk and one of the ATM divided,correct,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image17,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image18_left,no,,,-,no,,-,problem division,enhanced ATM division,one of the ATMs divided in the tail,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image19,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image20,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image21,yes,83.5,45.4,-,yes,11.3,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image22,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image23,yes,87.3,57.7,-,yes,10.5,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image24,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image26_left,no,,,-,no,,-,problem division,enhanced ATM division,"one of the ATM started to divide (nuclei are separated, but the cell are not divided completely, no separation)",good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image26_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image27_left,yes,80.2,32.8,-,yes,-,only one group in the trunk - no distance,problem migration and division,enhanced ATM migration / enhanced ATM division,the 2 ATMs migrated and divided with the TVCs in the trunk,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image27_right,yes,77.5,30.1,-,yes,21.2,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATMs migrated and divided with the TVCs in the trunk,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide1_Image28,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image1_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image1_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image2,yes,84.7,35.1,-,yes,45,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image3,yes,97.5,39.7,-,yes,24.8,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image4_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image4_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image5,yes,85.2,35.3,-,yes,43.1,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image6,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image7_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image8_left,yes,70.2,27.5,-,yes,0,groups connected,problem migration and division,inhibited TVC migration / inhibited TVC division,"the 2 TVCs didn't migrated completely, still attached to the ATMs and they didn't divide",correct,Segmentation doesn't reflect the correct signal
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image9,yes,84,27.5,-,yes,32.9,"distance should be shorter, missing a part because detach from the cell",problem migration,inhibited TVC migration,one of the TVCs didn't migrate it stayed in the tail and divided,good,Missing a part of the segmentation because detach from the cells
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image10,yes,82.1,37.6,-,yes,21.8,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image11,yes,84.3,40.4,-,yes,21.1,-,problem migration,inhibited TVC migration,"one of the TVC didn't migrate, it stayed in the tail with the ATMs and divided",good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image12,yes,88,30.2,-,yes,30.6,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image13,yes,86.5,35.2,-,yes,35.4,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image14_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image14_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image15_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image15_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image16,yes,82,30.2,-,yes,32.2,-,problem orientation,TVC cell alignment,"one of the TVC divided but not in the medio-laterale orientation, so cells are aligned",good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image17_left,no,,,-,no,,-,problem orientation,TVC cell alignment,"one of the TVC divided but not in the medio-laterale orientation, so cells are aligned",not good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image17_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image18_left,yes,64.2,32.3,-,yes,0,groups connected,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATM migrated with the TVCs in the trunk but still attached to the other ATM in the tail; and one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image18_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image19,yes,95.3,30.9,-,yes,34,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image20_left,yes,77.7,30.3,-,yes,30.8,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image20_right,yes,90.2,30.3,-,yes,6.45,-,problem migration,enhanced ATM migration,one of the ATM migrated with the TVCs in the trunk,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image21_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image21_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image22_left,yes,85.8,40.3,-,yes,37.4,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,11B - Dync2h,Slide2_Image22_right,yes,85.8,32.9,-,yes,35.5,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image1,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image2,yes,87.2,45.1,-,yes,33.7,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image3,yes,80.3,35,-,yes,33.2,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image4,yes,75,35.2,-,yes,38.6,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image5_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image5_right,yes,77.3,37.6,-,yes,25,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image6,no,,,-,no,,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATM migrated with the TVCs in the trunk; and one of the TVCs didn't divide in the trunk,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image7_left,no,,,-,no,,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATM migrated and divided with the TVCs in the trunk,good,Ambigous phenotype between left and right
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image7_right,no,,,-,no,,-,problem disposition TVC,problem disposition TVC,all look like WT (the TVCs are not oriented in the medio lateral orientation but not seen in the segmentation) ,correct,Ambigous phenotype between left and right
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image8_left,yes,70.4,37.5,-,yes,19.4,"distance should be shorter, missing a part in the segmentation",problem migration and division,enhanced ATM migration / inhibited TVC division,the ATMs migrated a bit in the trunk; one of the TVCs didn't divide in the trunk,good,Ambigous phenotype between left and right
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image8_right,yes,55.1,37.5,-,yes,33.9,-,look like WT,look like WT,all look like WT,good,Ambigous phenotype between left and right
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image9,yes,135,47.7,-,yes,9.56,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVCs didn't migrate and didn't divide, it stayed in the tail with the ATMs",correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image10,yes,87.3,55.3,-,yes,64,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image11_left,no,,,-,no,,-,problem orientation,TVC cell alignment,"the TVCs divided not completely in medio-laterale orientation, so cells a bit aligned",good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image11_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image12,yes,75.2,42.7,-,yes,0,groups connected,problem migration and division,inhibited TVC migration / inhibited TVC division,"the 2 TVCs didn't migrated completely, still attached to the ATMs and the 2 TVCs didn't divide",correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image13,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image14,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image15,no,,,-,no,,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATMs migrated and divided with the TVCs in the trunk,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image16_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image16_right,no,,,-,no,,-,problem migration,enhanced ATM migration,the 2 ATMs migrated with the TVCs in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image17,yes,73.7,27.4,-,yes,41.1,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image18,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image19,yes,82.7,40.5,-,yes,21.5,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image20,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image21,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image22_left,yes,95.5,37.8,-,yes,36.8,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image22_right,no,,,-,no,,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATMs migrated with the TVCs in the trunk; one of the TVCs didn't divide in the trunk,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image23,yes,85,37.5,-,yes,26,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image24,no,,,-,no,,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATMs migrated and divided with the TVCs in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image25,yes,79.8,27.7,-,yes,13.5,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image26_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image26_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image27_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image27_right,no,,,-,no,,-,problem division,enhanced TVC division,one of the TVC cells (FHP) already started to divide (cells not separated completely but not seen in the segmentation because nuclei enough far from eachother),good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image28,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image29,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image30,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image31_left,no,,,-,no,,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,Ambigous phenotype between left and right
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image31_right,no,,,-,no,,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVCs didn't migrate and didn't divide, it stayed in the tail with the ATMs",correct,Ambigous phenotype between left and right
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image32_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image32_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image33,yes,94,40,-,yes,35.4,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVCs didn't migrate and didn't divide, it stayed in the tail with the ATMs",correct,Segmentation doesn't reflect the correct signal
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image34_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image34_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image35,no,,,-,no,,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATMs migrated and divided with the TVCs in the trunk,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image36,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image37_left,yes,96.2,37.5,-,yes,13.8,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image37_right,yes,96.2,37.5,-,yes,32.1,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVCs didn't migrate and didn't divide, it stayed in the tail with the ATMs",good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image38,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image39,no,,,-,no,,-,problem migration,enhanced ATM migration,one of the ATMs migrated with the TVCs in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image40,yes,78.5,40.5,-,yes,0,groups connected,problem migration,enhanced ATM migration,one of the ATMs migrated with the TVCs in the trunk but not completely because still attached to the other ATM in the tail,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image41_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image41_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image42_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image42_right,no,,,-,no,,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATMs migrated with the TVCs in the trunk; the 2 TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image43,yes,78.5,35.3,-,yes,41.3,-,problem division,inhibited TVC division,"the 2 TVCs didn't divide in the trunk (one TVC started to divide, but nuclei are still too close to each other and cells not separeted so not seen in the segmentation)",good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image44_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image44_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image45,yes,83.3,47.9,-,yes,8.82,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image46_left,no,,,-,no,,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image46_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image47,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image48,no,,,-,no,,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVCs didn't migrate and didn't divide, it stayed in the tail with the ATMs; the other TVC migrated but didn't divide in the trunk",good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image49_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image49_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image50,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image51,no,,,-,no,,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATMs migrated with the TVCs in the trunk; one of the TVCs didn't divide in the trunk,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image52,yes,102,45.3,-,yes,27.2,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVCs didn't migrate and didn't divide, it stayed in the tail with the ATMs",good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image53,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image54_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide1_Image54_right,no,,,-,no,,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image1,yes,92.3,35,-,yes,21.3,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image2,no,,,-,no,,-,look like WT,look like WT,all look like WT,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image3,no,,,-,no,,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,not good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image4_left,no,,,-,no,,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVCs didn't migrate and didn't divide, it stayed in the tail with the ATMs; the TVC that migrated didn't divide in the trunk",good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image4_right,no,,,-,no,,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image6,no,,,-,no,,-,problem orientation,TVC cell alignment,the TVCs divided but not in the medio-laterale orientation so cells are a bit aligned,good,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image7,yes,84.8,27.8,-,yes,38.6,-,problem division,inhibited TVC division,one of the TVCs didn't divide in the trunk,correct,-
2020-10-07,Margaux Failla,8H - GNA-L/S,Slide2_Image8,no,,,-,no,,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATMs migrated with the TVCs in the trunk; the 2 TVCs didn't divide in the trunk,good,Ambigous phenotype
