"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei","Threshold.membrane","Surface.Segmentation","Threshold.surface","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Comment.detailed","Details.phenotype","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","Phenotype","migration.perturbed","division.perturbed","orientation.perturbed"
"Fgfr.slide2_image29.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image29","yes",84.5,45.1,"-","-","yes","29.4","-","look like WT","look like WT","all look like WT","not good","-","Fgfr.slide2_image29.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image3_left.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image3_left","yes",85.1,28.7,"-","-","yes","41.8","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image3_left.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image3_right.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image3_right","yes",55.2,25.3,"-","-","yes","35.6","-","look like WT","look like WT","all look like WT","not good","-","Fgfr.slide2_image3_right.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image31.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image31","yes",73.8,30.3,"-","-","yes","41.4","-","look like WT","look like WT","all look like WT","correct","Segmentation doesn't reflect the correct signal","Fgfr.slide2_image31.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image33.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image33","yes",93,30.2,"-","-","yes","38.2","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image33.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image34.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image34","yes",86.5,35.3,"-","-","yes","10.9","-","look like WT","look like WT","all look like WT","correct","Segmentation doesn't reflect the correct signal","Fgfr.slide2_image34.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image36_right.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image36_right","yes",77.1,50,"-","-","yes","9.54","-","look like WT","look like WT","all look like WT","correct","-","Fgfr.slide2_image36_right.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image37.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image37","yes",110,50.1,"-","-","yes","41.8","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image37.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image38_left.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image38_left","yes",89.8,30.2,"-","-","yes","0","groups connected","problem migration","inhibited TVC migration","the TVCs didn't migrate completely, so TVCs still attached to the ATMs in the tail","not good","-","Fgfr.slide2_image38_left.2020_10_06","migration perturbed",TRUE,FALSE,FALSE
"Fgfr.slide2_image39_left.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image39_left","yes",87.8,32.5,"-","-","yes","21","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image39_left.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image39_right.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image39_right","yes",87.8,25.4,"-","-","yes","20.3","-","look like WT","look like WT","all look like WT","correct","-","Fgfr.slide2_image39_right.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image4.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image4","yes",89,35.2,"-","-","yes","25.8","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image4.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image40_left.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image40_left","yes",90.3,40.2,"-","-","yes","17.7","-","look like WT","look like WT","all look like WT","correct","-","Fgfr.slide2_image40_left.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image41.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image41","yes",84.5,52.7,"-","-","yes","47.4","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image41.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image42.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image42","yes",92,32.5,"-","-","yes","44.7","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image42.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image45.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image45","yes",89,40.3,"-","-","yes","32.8","-","look like WT","look like WT","all look like WT","correct","-","Fgfr.slide2_image45.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image48_right.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image48_right","yes",77.7,52.4,"-","-","yes","33.2","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image48_right.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image5.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image5","yes",95.4,40,"-","-","yes","41.2","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image5.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image50_left.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image50_left","yes",78.3,32.4,"-","-","yes","35.1","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image50_left.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image52.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image52","yes",77.8,55.3,"-","-","yes","30.4","-","look like WT","look like WT","all look like WT","correct","-","Fgfr.slide2_image52.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image53_left.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image53_left","yes",85.1,52.7,"-","-","yes","26.6","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image53_left.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image54_left.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image54_left","yes",80.3,35.1,"-","-","yes","26.9","-","look like WT","look like WT","all look like WT","good","ambigous phenotype between left and right","Fgfr.slide2_image54_left.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image54_right.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image54_right","yes",90.3,35.1,"-","-","yes","23.9","-","look like WT","look like WT","all look like WT","correct","ambigous phenotype between left and right","Fgfr.slide2_image54_right.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image55_left.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image55_left","yes",97.3,45.3,"-","-","yes","30.5","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image55_left.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image56.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image56","yes",84.3,30.1,"-","-","yes","21.2","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image56.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image57.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image57","yes",80,32.7,"-","-","yes","47.2","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image57.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image59.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image59","yes",86.5,50.2,"-","-","yes","35.2","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image59.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image61.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image61","yes",87,27.6,"-","-","yes","42.1","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image61.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image62.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image62","yes",86.3,32.7,"-","-","yes","33.8","-","look like WT","look like WT","all look like WT","good","-","Fgfr.slide2_image62.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image63.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image63","yes",85.2,40.1,"-","-","yes","41.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","-","Fgfr.slide2_image63.2020_10_06","orientation perturbed",FALSE,FALSE,TRUE
"Fgfr.slide2_image64.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image64","yes",84,40.3,"-","-","yes","25.3","-","look like WT","look like WT","all look like WT","correct","-","Fgfr.slide2_image64.2020_10_06","WT",FALSE,FALSE,FALSE
"Fgfr.slide2_image7.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image7","yes",91.5,42.5,"-","-","yes","47.9","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells not correctly oriented","good","-","Fgfr.slide2_image7.2020_10_06","orientation perturbed",FALSE,FALSE,TRUE
"Fgfr.slide2_image9.2020_10_06","2020_10_06","Margaux Failla","Fgfr","slide2_image9","yes",85.5,40.2,"-","-","yes","35.8","-","problem disposition TVC (the TVC group is not oriented medio-lateral, but no feature to extract this)","problem disposition TVC","the TVC group is not oriented medio-lateral, but no feature to extract this","good","-","Fgfr.slide2_image9.2020_10_06","WT",FALSE,FALSE,FALSE
"Foxf.image1_right.2020_07_14","2020_07_14","Yelena Bernadskaya","Foxf","image1_right","yes",28.1,33.5,"-","-","yes","44.9","-","look like WT","look like WT","all look like WT","not good","Don't see all the ATM cells (image not centered)","Foxf.image1_right.2020_07_14","WT",FALSE,FALSE,FALSE
"Foxf.image1.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image1","yes",23.1,22.2,"-","-","yes","34.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","Don't see all the ATM cells (image not centered)","Foxf.image1.2020_07_23","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image10_left.2020_07_14","2020_07_14","Yelena Bernadskaya","Foxf","image10_left","yes",31.2,23,"-","-","yes","37.4","-","look like WT","look like WT","all look like WT","correct","-","Foxf.image10_left.2020_07_14","WT",FALSE,FALSE,FALSE
"Foxf.image10_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image10_left","yes",22.6,22.6,"-","-","yes","44.1","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned (this TVC division is not completed but it's not seen in the segmentation because nuclei are far enough so considered as 2 cells)","good","One TVC division is not completed but it's not seen in the segmentation because nuclei are far enough so considered as 2 cells","Foxf.image10_left.2020_07_23","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image10_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image10_right","yes",22.6,17.7,"-","-","yes","44.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned (this TVC division is not completed but it's not seen in the segmentation because nuclei are far enough so considered as 2 cells)","good","Don't see all the ATM cells (image not centered), and one TVC division is not completed but it's not seen in the segmentation because nuclei are far enough so considered as 2 cells","Foxf.image10_right.2020_07_23","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image10.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image10","yes",35.3,15.8,"-","-","yes","34.8","-","look like WT","look like WT","all look like WT","good","","Foxf.image10.2020_06_17","WT",FALSE,FALSE,FALSE
"Foxf.image11.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image11","yes",40.8,30,"-","-","yes","22.7","-","problem orientation","TVC cell alignment","one of the TVC divided but not in the medio-lateral orientation, so cells are aligned","good","Don't see all the ATM cells (image not centered)","Foxf.image11.2020_06_17","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image11.2020_07_14","2020_07_14","Yelena Bernadskaya","Foxf","image11","yes",32,19.9,"-","-","yes","48.1","-","look like WT","look like WT","all look like WT","good","-","Foxf.image11.2020_07_14","WT",FALSE,FALSE,FALSE
"Foxf.image15_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image15_left","yes",40.8,21.4,"-","-","yes","40.7","-","look like WT","look like WT","all look like WT","correct","","Foxf.image15_left.2020_06_17","WT",FALSE,FALSE,FALSE
"Foxf.image15_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image15_right","yes",19.9,10.8,"-","-","yes","34.3","-","look like WT","look like WT","all look like WT","correct","","Foxf.image15_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Foxf.image17_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image17_left","yes",40.8,18,"-","-","yes","23.8","-","look like WT","look like WT","all look like WT","good","Ambiguous because image not centered","Foxf.image17_left.2020_06_17","WT",FALSE,FALSE,FALSE
"Foxf.image19_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image19_left","yes",50.2,17.4,"-","-","yes","21.2","-","look like WT","look like WT","look like WT (but presence of a small supplementary nucleus, but not detected with segmentation)","good","","Foxf.image19_left.2020_06_17","WT",FALSE,FALSE,FALSE
"Foxf.image19_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image19_right","yes",40.8,7.93,"-","-","yes","43.2","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Foxf.image19_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Foxf.image2.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image2","yes",27,13.5,"-","-","yes","35.1","-","look like WT","look like WT","all look like WT","good","","Foxf.image2.2020_06_17","WT",FALSE,FALSE,FALSE
"Foxf.image2.2020_07_14","2020_07_14","Yelena Bernadskaya","Foxf","image2","yes",24.8,14.3,"-","-","yes","23.1","-","look like WT","look like WT","all look like WT","correct","-","Foxf.image2.2020_07_14","WT",FALSE,FALSE,FALSE
"Foxf.image3.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image3","yes",25,10.1,"-","-","yes","34.9","-","look like WT","look like WT","all look like WT","good","","Foxf.image3.2020_06_17","WT",FALSE,FALSE,FALSE
"Foxf.image3.2020_07_14","2020_07_14","Yelena Bernadskaya","Foxf","image3","yes",25.5,17,"-","-","yes","32.3","-","problem orientation","TVC cell alignment","the 2 TVCs divided but not in the medio-lateral orientation, so cells are aligned","good","-","Foxf.image3.2020_07_14","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image4.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image4","yes",54.7,16.1,"-","-","yes","23","-","problem orientation","TVC cell alignment","one of the TVC divided but not in the medio-lateral orientation, so cells are aligned","good","","Foxf.image4.2020_06_17","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image4.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image4","yes",22.5,15.4,"-","-","yes","31.8","-","problem orientation","TVC cell alignment","the 2 TVC divided not in the medio-lateral orientation, so all cells are aligned","good","-","Foxf.image4.2020_07_23","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image5_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image5_right","yes",21.5,13.5,"-","-","yes","39.3","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","Ambiguous phenotype between left and right, don't see all the ATM cells (image not centered)","Foxf.image5_right.2020_07_23","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.image5.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image5","yes",35,17.4,"-","-","yes","31.9","-","look like WT","look like WT","all look like WT","good","","Foxf.image5.2020_06_17","WT",FALSE,FALSE,FALSE
"Foxf.image6.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image6","yes",18,8.48,"-","-","yes","35.2","-","look like WT","look like WT","all look like WT","good","","Foxf.image6.2020_06_17","WT",FALSE,FALSE,FALSE
"Foxf.image7.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image7","yes",30.4,30.2,"-","-","yes","22.1","-","look like WT","look like WT","all look like WT","good","","Foxf.image7.2020_06_17","WT",FALSE,FALSE,FALSE
"Foxf.image7.2020_07_14","2020_07_14","Yelena Bernadskaya","Foxf","image7","yes",21.6,15.8,"-","-","yes","50","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Foxf.image7.2020_07_14","WT",FALSE,FALSE,FALSE
"Foxf.image7.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image7","yes",22.3,15.2,"-","-","yes","30.7","-","look like WT","look like WT","all look like WT","good","-","Foxf.image7.2020_07_23","WT",FALSE,FALSE,FALSE
"Foxf.image8.2020_07_14","2020_07_14","Yelena Bernadskaya","Foxf","image8","yes",35.1,17.7,"-","-","yes","36.2","-","look like WT","look like WT","all look like WT","good","-","Foxf.image8.2020_07_14","WT",FALSE,FALSE,FALSE
"Foxf.image9.2020_06_17","2020_06_17","Yelena Bernadskaya","Foxf","image9","yes",40.6,42.4,"-","-","yes","41.7","-","look like WT","look like WT","all look like WT","good","","Foxf.image9.2020_06_17","WT",FALSE,FALSE,FALSE
"Foxf.image9.2020_07_23","2020_07_23","Yelena Bernadskaya","Foxf","image9","yes",22.3,17.7,"-","-","yes","36.6","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Foxf.image9.2020_07_23","WT",FALSE,FALSE,FALSE
"Foxf.slide1_image1.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image1","yes",150,21.8,"-","-","yes","4.38","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Foxf.slide1_image1.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image11.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image11","yes",110,27,"-","-","yes","10.3","-","problem disposition TVC","problem disposition TVC","all look like WT but  group of TVCs is not in the good orientation (no features to see that)","not good","","Foxf.slide1_image11.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide1_image12.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image12","yes",105,25.3,"-","-","yes","21.8","-","look like WT","look like WT","all look like WT","good","","Foxf.slide1_image12.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide1_image14_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image14_left","yes",99.4,34.2,"-","-","yes","44.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation; the cells are aligned","good","","Foxf.slide1_image14_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image15_right.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image15_right","yes",111,24.9,"-","-","yes","0","groups connected","problem migration and orientation","inhibited TVC migration / TVC cell alignment","The migration was not done completely, one of the TVC is still connected to the ATM and this TVC divide but not in the medio-lateral orientation","good","","Foxf.slide1_image15_right.2020_02_06","migration/orientation perturbed",TRUE,FALSE,TRUE
"Foxf.slide1_image16.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image16","yes",115,35.3,"-","-","yes","10.8","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","good","","Foxf.slide1_image16.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image17.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image17","yes",65.7,25,"-","-","yes","64.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","","Foxf.slide1_image17.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image18.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image18","yes",103,31.2,"-","-","yes","26.8","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Foxf.slide1_image18.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image19.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image19","yes",115,35.8,"-","-","yes","15.3","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, so cells are aligned","good","","Foxf.slide1_image19.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image2.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image2","yes",133,36.8,"-","-","yes","1.18","-","look like WT","look like WT","all look like WT","good","","Foxf.slide1_image2.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide1_image20.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image20","yes",105,37.8,"-","-","yes","26.3","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","not good","","Foxf.slide1_image20.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image21.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image21","yes",98.3,38.5,"-","-","yes","22.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Foxf.slide1_image21.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image22_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image22_left","yes",116,25.9,"-","-","yes","0","groups connected","problem migration and orientation","inhibited TVC migration / TVC cell alignment","The migration was not done completely, one of the TVC is still connected to the ATM and this TVC divide but not in the medio-lateral orientation","good","","Foxf.slide1_image22_left.2020_02_06","migration/orientation perturbed",TRUE,FALSE,TRUE
"Foxf.slide1_image22_right.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image22_right","yes",83.2,25.9,"-","-","yes","16.4","-","look like WT","look like WT","all look like WT","good","","Foxf.slide1_image22_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide1_image3.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image3","yes",94.9,28.8,"-","-","yes","42","-","look like WT","look like WT","all look like WT","good","","Foxf.slide1_image3.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide1_image5.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image5","yes",115,25.3,"-","-","yes","19.2","-","look like WT","look like WT","all look like WT","good","","Foxf.slide1_image5.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide1_image6.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image6","yes",112,29.1,"-","-","yes","27.6","-","look like WT","look like WT","all look like WT","not good","","Foxf.slide1_image6.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide1_image7.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image7","yes",100,17.8,"-","-","yes","18.4","-","look like WT","look like WT","all look like WT","good","","Foxf.slide1_image7.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide1_image8.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image8","yes",85,14.5,"-","-","yes","40.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Foxf.slide1_image8.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide1_image9.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide1_image9","yes",100,22.2,"-","-","yes","10.2","-","look like WT","look like WT","all look like WT","not good","","Foxf.slide1_image9.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide2_image1.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image1","yes",115,31,"-","-","yes","14.1","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Foxf.slide2_image1.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image10.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image10","yes",103,28,"-","-","yes","30.9","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","not good","","Foxf.slide2_image10.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image11.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image11","yes",120,26.2,"-","-","yes","43.4","-","look like WT","look like WT","all look like WT","good","","Foxf.slide2_image11.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide2_image12_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image12_left","yes",120,29.7,"-","-","yes","20.4","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Foxf.slide2_image12_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image12_right.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image12_right","yes",115,29.7,"-","-","yes","27.4","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Foxf.slide2_image12_right.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image13.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image13","yes",120,24.1,"-","-","yes","20.7","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, all cells are aligned","good","","Foxf.slide2_image13.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image14_left.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image14_left","yes",89.7,16.2,"-","-","yes","28","-","look like WT","look like WT","all look like WT","correct","","Foxf.slide2_image14_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide2_image14_right.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image14_right","yes",109,21.6,"-","-","yes","24.3","-","look like WT","look like WT","all look like WT","good","","Foxf.slide2_image14_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide2_image15.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image15","yes",120,22.9,"-","-","yes","29.4","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","","Foxf.slide2_image15.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Foxf.slide2_image16.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image16","yes",113,14.9,"-","-","yes","0","groups connected","problem migration and orientation","inhibited TVC migration / TVC cell alignment","the migration was not done completely, one of the TVC is still connected to the ATM and this TVC divide but not in the medio-lateral orientation, so cells are aligned","not good","","Foxf.slide2_image16.2020_02_06","migration/orientation perturbed",TRUE,FALSE,TRUE
"Foxf.slide2_image18.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image18","yes",108,35.6,"-","-","yes","10.6","-","look like WT","look like WT","all look like WT","good","","Foxf.slide2_image18.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide2_image19.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image19","yes",120,21.2,"-","-","yes","20.9","-","look like WT","look like WT","all look like WT","good","","Foxf.slide2_image19.2020_02_06","WT",FALSE,FALSE,FALSE
"Foxf.slide2_image2.2020_02_06","2020_02_06","Margaux Failla","Foxf","slide2_image2","yes",94,17.4,"-","-","yes","3.55","-","look like WT","look like WT","all look like WT","good","","Foxf.slide2_image2.2020_02_06","WT",FALSE,FALSE,FALSE
