Experiment date (EP),EP experimentator + Imaging acquisition,Condition,ID embryo,Cell Segmentation,Threshold nuclei,Threshold membrane,Surface Segmentation,Threshold surface,Merged cells to get new surface information from cell segmentation,Shortest distance between ATM group to TVC group (from edge to edge) µm,Comment on the distance,Comment on the embryo,Details phenotype,"Quality of segmentation based on labelling (good, correct, not good)",Comments
2020-02-06,Margaux Failla,Gata,Slide1_image20_right,yes,95,20,-,-,yes,11.1,-,problem division,the 2 TVCs didn't divide in the trunk,correct,segmentation not accurate for TVC
2020-02-06,Margaux Failla,Gata,Slide2_image1,yes,75,30,-,-,yes,0,groups connected,problem migration and division,the 2 TVCs didn't migrate completely and one TVC didn't divide,good,
2020-02-06,Margaux Failla,Gata,Slide2_image2_left,yes,92.8,37.4,-,-,yes,38.4,-,problem orientation,"the orientation of the division is not medio-lateral for one TVC, alignment of cells",good,
2020-02-06,Margaux Failla,Gata,Slide2_image2_right,yes,110,20,-,-,yes,38.1,-,problem orientation,"the orientation of the division is not medio-lateral for one TVC, alignment of cells",not good,
2020-02-06,Margaux Failla,Gata,Slide2_image3_left,yes,100,50,-,-,yes,23.4,-,problem orientation,"the orientation of the division is not medio-lateral for one TVC, alignment of cells",good,
2020-02-06,Margaux Failla,Gata,Slide2_image3_right,yes,130,50,-,-,yes,39.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Gata,Slide2_image4_left,yes,104,45.2,-,-,yes,26.4,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Gata,Slide2_image5,yes,92.2,33.6,-,-,yes,36.1,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Gata,Slide2_image6,yes,110,32,-,-,yes,10.1,-,problem migration and division,the TVCs didn't migrate completely and one of the TVC didn't divide,good,
2020-02-06,Margaux Failla,Gata,Slide2_image7_left,yes,97,38,-,-,yes,14,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Gata,Slide2_image7_right,yes,105,38,-,-,yes,14.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Gata,Slide2_image8_left,yes,135,30,-,-,yes,28.7,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Gata,Slide2_image9,yes,100,34.9,-,-,yes,24.1,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,Gata,Slide2_image10,yes,95,30.5,-,-,yes,45.7,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,Gata,Slide2_image11_left,yes,100,25,-,-,yes,15.6,-,problem division,the 2 TVCs didn't divide in the trunk,good,
2020-02-06,Margaux Failla,Gata,Slide2_image11_right,yes,85,25,-,-,yes,41.7,-,problem division,one of the TVC didn't divide in the trunk,good,
2020-02-06,Margaux Failla,Gata,Slide2_image12_left,yes,77.8,17.9,-,-,yes,37,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Gata,Slide2_image12_right,yes,92.8,30,-,-,yes,34.5,-,problem division,the 2 TVCs didn't divide in the trunk,good,
2020-02-06,Margaux Failla,Gata,Slide2_image13,yes,100,30,-,-,yes,14.9,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,Gata,Slide2_image14,yes,105,42.6,-,-,yes,25.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Gata,Slide2_image15_left,yes,73.7,27.3,-,-,yes,27,-,problem division,one of the TVC didn't divide in the trunk,good,
2020-02-06,Margaux Failla,Gata,Slide2_image15_right,yes,68.8,18.6,-,-,yes,37.7,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Gata,Slide2_image16_left,yes,95,25,-,-,yes,15.1,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Gata,Slide2_image16_right,yes,83.5,19,-,-,yes,21,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,Gata,Slide2_image17_left,yes,110,27,-,-,yes,5.28,-,problem migration and division,one of the ATM migrated in the trunk and divided ,good,
2020-02-06,Margaux Failla,Gata,Slide2_image17_right,yes,110,25,-,-,yes,8.4,-,problem division,the 2 TVCs didn't divide in the trunk,correct,
2020-02-06,Margaux Failla,Gata,Slide2_image18_left,yes,115,31.7,-,-,yes,22.5,-,problem migration and division,"one of the ATM migrate in the trunk, and one of the TVC didn't divide in the trunk",correct,
2020-02-06,Margaux Failla,Gata,Slide2_image18_right,yes,135,27,-,-,yes,18.5,-,problem division,one of the TVC didn't divide in the trunk,correct,
2020-02-06,Margaux Failla,Gata,Slide2_image19_left,yes,149,30,-,-,yes,22.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Gata,Slide2_image20,yes,93.3,38.5,-,-,yes,21,-,problem division,the 2 TVCs didn't divide in the trunk,good,
2020-02-06,Margaux Failla,Gata,Slide2_image21,yes,98,35.7,-,-,yes,16.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Gata,Slide2_image22,yes,93.3,35.2,-,-,yes,35.2,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Gata,Slide2_image23,yes,110,30,-,-,yes,36.4,-,problem division,one of the TVC didn't divide in the trunk,good,
2020-02-06,Margaux Failla,Rho,Slide1_image2,yes,105,38,-,-,yes,30.6,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image3,yes,90,47,-,-,yes,17.8,-,problem division,one of the TVC didn't divide in the trunk,good,
2020-02-06,Margaux Failla,Rho,Slide1_image4,yes,100,40,-,-,yes,22.1,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image5_left,yes,100,35.5,-,-,yes,33.1,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image5_right,yes,115,30.5,-,-,yes,35.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image6,yes,100,30,-,-,yes,13.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image7,yes,115,40.9,-,-,yes,30.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image8,yes,102,50.3,-,-,yes,18.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image9,yes,95,24.3,-,-,yes,22,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image10_left,yes,89.9,28,-,-,yes,19.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image10_right,yes,115,28,-,-,yes,25.6,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image11,yes,105,40,-,-,yes,34.6,-,problem division,one of the TVC didn't divide in the trunk,good,
2020-02-06,Margaux Failla,Rho,Slide1_image12_left,yes,100,25.8,-,-,yes,21.8,-,look like WT,all look like WT,not good,
2020-02-06,Margaux Failla,Rho,Slide1_image12_right,yes,115,30,-,-,yes,26.9,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image13_left,yes,105,40,-,-,yes,26,-,problem migration and division,one of the TVC stayed in the tail and didn't divide,good,
2020-02-06,Margaux Failla,Rho,Slide1_image14,yes,95,40,-,-,yes,22.1,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image15_right,yes,110,45,-,-,yes,20.2,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,Rho,Slide1_image16,yes,110,42,-,-,yes,43.2,-,problem orientation,"one of the TVC divide not in the medio lateral orientation, so cells aligned",good,
2020-02-06,Margaux Failla,Rho,Slide1_image18_left,yes,100,54.6,-,-,yes,28.4,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image18_right,yes,65.9,35.6,-,-,yes,29.7,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image19,yes,92.9,35,-,-,yes,30.7,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image20,yes,100,47.1,-,-,yes,28.2,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image21,yes,100,37,-,-,yes,25,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,Rho,Slide1_image22,yes,95,25,-,-,yes,22.3,but not the real path of cells,look like WT,all look like WT,good,the distance should be more about 34.5
2020-02-06,Margaux Failla,Rho,Slide1_image23,yes,105,30,-,-,yes,40.4,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide1_image24_right,yes,120,50,-,-,yes,18.9,-,problem migration and division,one of the TVC stayed in the tail and didn't divide,good,
2020-02-06,Margaux Failla,Rho,Slide1_image28_left,yes,90,33.9,-,-,yes,19.2,-,problem migration and division,one of the TVC stayed in the tail and didn't divide,good,
2020-02-06,Margaux Failla,Rho,Slide1_image29_left,yes,115,30,-,-,yes,0,groups connected,problem migration and division,one of the TVC didn't migrate completely and didn't divide,not good,
2020-02-06,Margaux Failla,Rho,Slide1_image30_left,yes,86.3,27.6,-,-,yes,23.8,-,problem orientation,"both TVC seems to divide not in medio-lateral orientation, cells are a bit aligned",good,
2020-02-06,Margaux Failla,Rho,Slide1_image31,yes,110,22.5,-,-,yes,25.1,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image1,yes,145,43.1,-,-,yes,2.41,-,problem migration and division,the migration was not completed for one of the TVC and it didn't divide,good,
2020-02-06,Margaux Failla,Rho,Slide2_image3,yes,135,45.2,-,-,yes,44.3,-,problem orientation,"the 2 TVC divided not in the medio lateral orientation, so cells are a bit aligned",good,
2020-02-06,Margaux Failla,Rho,Slide2_image4,yes,110,50.4,-,-,yes,32.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image5,yes,105,43,-,-,yes,32,-,problem migration and division,one of the ATM migrated in the trunk and one of the TVC didn't divide in the trunk ,good,
2020-02-06,Margaux Failla,Rho,Slide2_image6_left,yes,100,52.2,-,-,yes,13.9,-,"problem migration, division and orientation",one of the TVC stayed in the tail and didn't divide and the TVC in the trunk divided not in the medio-lateral orientation,good,
2020-02-06,Margaux Failla,Rho,Slide2_image9,yes,120,55,-,-,yes,27.6,-,problem orientation,"the 2 TVC divided not in the medio lateral orientation, so cells are a bit aligned",good,
2020-02-06,Margaux Failla,Rho,Slide2_image10,yes,87.5,36.3,-,-,yes,27.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image11,yes,110,33.2,-,-,yes,23.2,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image12_right,yes,95,48.6,-,-,yes,20.5,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image13_left,yes,90,35,-,-,yes,30.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image13_right,yes,100,35,-,-,yes,23.7,-,problem division,one of the ATM divided in the tail,good,
2020-02-06,Margaux Failla,Rho,Slide2_image14_left,yes,130,30,-,-,yes,48.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image14_right,yes,125,30,-,-,yes,40.6,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,Rho,Slide2_image16_left,yes,90,35.3,-,-,yes,20.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image16_right,yes,90,16.3,-,-,yes,24.7,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image17,yes,110,47,-,-,yes,24.7,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image18,yes,110,41,-,-,yes,23.1,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image19,yes,130,30,-,-,yes,0,groups connected,problem migration,"one of the ATM migrated in the trunk and the migration was not completed, the groups of cells are not separated",good,
2020-02-06,Margaux Failla,Rho,Slide2_image20_left,yes,80.6,32,-,-,yes,0,groups connected,problem migration,"one of the ATM migrated in the trunk and the migration was not completed, the groups of cells are not separated",good,
2020-02-06,Margaux Failla,Rho,Slide2_image20_right,yes,85,32,-,-,yes,31,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image21,yes,110,32.1,-,-,yes,0,groups connected,problem migration and division,"one of the ATM divided and migrated but not completely, so the groups of cells are not serparated",correct,
2020-02-06,Margaux Failla,Rho,Slide2_image22,yes,110,27,-,-,yes,6.03,-,problem migration and division,one of the ATM migrated in the trunk and divided ,good,
2020-02-06,Margaux Failla,Rho,Slide2_image23_left,yes,110,40.6,-,-,yes,24.2,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image23_right,yes,115,36.6,-,-,yes,20.6,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image24,yes,105,44.7,-,-,yes,11.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image25,yes,125,56.5,-,-,yes,32.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,Rho,Slide2_image26,yes,100,54.2,-,-,yes,25.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image1_left,yes,75,29.4,-,-,yes,42.2,-,problem division,one of the ATM divided in the tail,correct,
2020-02-06,Margaux Failla,EPH,Slide1_image1_right,yes,100,29.4,-,-,yes,41.9,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,EPH,Slide1_image2,yes,110,27.4,-,-,yes,1.58,-,problem migration and division,one of the ATM migrated in the trunk and the two TVCs didn't divide in the trunk,good,
2020-02-06,Margaux Failla,EPH,Slide1_image3,yes,100,34.6,-,-,yes,0,groups connected,problem migration and division,"one of the ATM divided and migrated but not completely, so the groups of cells are not serparated",good,
2020-02-06,Margaux Failla,EPH,Slide1_image4,yes,105,42.4,-,-,yes,0,groups connected,problem migration and division,"one of the ATM divided in the tail and 1 migrated but not completely, so cells connected to the TVC group",good,
2020-02-06,Margaux Failla,EPH,Slide1_image5_left,yes,110,50.1,-,-,yes,3.64,-,problem migration and division,"one of the TVC didn't migrate and didn't divide, stayed in the tail",good,
2020-02-06,Margaux Failla,EPH,Slide1_image5_right,yes,110,35.6,-,-,yes,7.68,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image6,yes,110,27.3,-,-,yes,-,no distance - only one group in the trunk,problem migration and division,"the 2 ATMs migrated in the trunk and divided, all cells connected",good,
2020-02-06,Margaux Failla,EPH,Slide1_image7_left,yes,130,28,-,-,yes,32.8,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,EPH,Slide1_image7_right,yes,130,47.4,-,-,yes,23.6,-,problem division,one of the TVC didn't divide in the trunk,good,
2020-02-06,Margaux Failla,EPH,Slide1_image8_right,yes,120,31.8,-,-,yes,0,groups connected,problem migration and division,"one of the ATM divided in the tail and migrated but not completely, so cells connected to the TVC group",correct,
2020-02-06,Margaux Failla,EPH,Slide1_image9_left,yes,120,34.1,-,-,yes,24.9,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image9_right,yes,120,34.1,-,-,yes,30.8,-,problem migration and division,one of the ATM migrated in the trunk and divided ,good,
2020-02-06,Margaux Failla,EPH,Slide1_image10,yes,90,33.6,-,-,yes,35.9,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image11,yes,135,42.3,-,-,yes,41.6,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image12_right,yes,100,44.3,-,-,yes,10.6,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image14,yes,110,47.2,-,-,yes,40.1,-,problem orientation,"one of the TVC divided not in the medio lateral orientation, so cells aligned",good,
2020-02-06,Margaux Failla,EPH,Slide1_image15,yes,110,42,-,-,yes,40.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image16,yes,115,33.8,-,-,yes,3.82,-,problem migration and division,one of the ATM migrated in the trunk and divided ,good,
2020-02-06,Margaux Failla,EPH,Slide1_image17_left,yes,115,43.2,-,-,yes,19,-,problem migration,one of the TVC didn't migrate and divided in the tail,good,
2020-02-06,Margaux Failla,EPH,Slide1_image18_left,yes,145,51.4,-,-,yes,49.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image19_left,yes,120,40.7,-,-,yes,15.6,-,problem migration,one of the ATM migrated in the trunk with TVC,not good,
2020-02-06,Margaux Failla,EPH,Slide1_image19_right,yes,80.7,32,-,-,yes,17.3,-,look like WT,all look like WT,not good,
2020-02-06,Margaux Failla,EPH,Slide1_image20_left,yes,120,38.6,-,-,yes,26.2,-,problem division,one of the ATM divided in the tail,good,
2020-02-06,Margaux Failla,EPH,Slide1_image20_right,yes,125,30,-,-,yes,20.1,-,problem division,the 2 TVCs didn't divide in the trunk,good,
2020-02-06,Margaux Failla,EPH,Slide1_image22_left,yes,100,39.9,-,-,yes,31.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image22_right,yes,100,34.6,-,-,yes,37.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image23,yes,115,22.4,-,-,yes,0,groups connected,problem migration,one of the ATM migrated in the trunk and still connected to the second ATM in the tail,good,
2020-02-06,Margaux Failla,EPH,Slide1_image24,yes,110,38.2,-,-,yes,22,-,problem migration and division,one of the ATM migrated in the trunk and divided ,good,
2020-02-06,Margaux Failla,EPH,Slide1_image25_left,yes,95,15.5,-,-,yes,31.6,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,EPH,Slide1_image25_right,yes,95,32.7,-,-,yes,21.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image26_left,yes,105,40.8,-,-,yes,44.4,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image27,yes,97,33,-,-,yes,28.7,-,problem migration and division,"one of the TVC didn't migrate and didn't divide, stayed with ATMs in the tail",good,
2020-02-06,Margaux Failla,EPH,Slide1_image29_left,yes,110,52.9,-,-,yes,9.44,-,problem migration and division,"one of the TVC didn't migrate and didn't divide, it stayed in the tail with the ATMs; the second TVC didn't divide in the trunk",good,
2020-02-06,Margaux Failla,EPH,Slide1_image29_right,yes,105,33.5,-,-,yes,16.8,-,problem migration,one of the ATM migrated in the trunk,good,
2020-02-06,Margaux Failla,EPH,Slide1_image30,yes,95,40.6,-,-,yes,12.5,-,problem division,the 2 TVCs didn't divide in the trunk,good,
2020-02-06,Margaux Failla,EPH,Slide1_image31_left,yes,125,22.1,-,-,yes,25,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image31_right,yes,125,34.7,-,-,yes,22.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image32,yes,85.5,34.9,-,-,yes,13.3,-,problem migration,one of the TVC didn't migrate and divided in the tail,not good,
2020-02-06,Margaux Failla,EPH,Slide1_image33_left,yes,90.9,28.3,-,-,yes,50.4,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide1_image33_right,yes,90.9,32.2,-,-,yes,41,-,problem migration,one of the ATM migrated with the TVCs in the trunk,good,
2020-02-06,Margaux Failla,EPH,Slide1_image35,yes,115,37.8,-,-,yes,20.4,-,problem migration and orientation,"one of the ATM migrated with the TVCs in the trunk, and the TVCs divided but not in the medio-lateral orientation, so cells are a bit aligned",good,
2020-02-06,Margaux Failla,EPH,Slide1_image36,yes,120,39.6,-,-,yes,18.5,-,problem migration and division,one of the ATM migrated and divided in trunk with the TVCs,good,
2020-02-06,Margaux Failla,EPH,Slide1_image37,yes,110,33.8,-,-,yes,30.4,-,problem migration and division,one of the ATM migrated and divided in trunk with the TVCs,good,
2020-02-06,Margaux Failla,EPH,Slide2_image1_left,yes,105,39.9,-,-,yes,48,-,look like WT,all look like WT,not good,
2020-02-06,Margaux Failla,EPH,Slide2_image1_right,yes,105,42.1,-,-,yes,48.6,-,look like WT,all look like WT,not good,
2020-02-06,Margaux Failla,EPH,Slide2_image2_left,yes,160,72.6,-,-,yes,33.1,-,problem migration and division,one of the TVC didn't migrate and didn't divide in the tail; one of the ATM divided in the tail,good,
2020-02-06,Margaux Failla,EPH,Slide2_image2_right,yes,130,46.5,-,-,yes,16.1,-,problem migration and division,one of the ATM migrated in the trunk and divided with TVCs,good,
2020-02-06,Margaux Failla,EPH,Slide2_image3,yes,115,69,-,-,yes,34.4,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,EPH,Slide2_image4_left,yes,105,41.5,-,-,yes,18.2,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide2_image4_right,yes,105,41.5,-,-,yes,27.1,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide2_image5,yes,100,39.9,-,-,yes,27.7,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide2_image6,yes,110,30,-,-,yes,29,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide2_image7,yes,100,47.1,-,-,yes,26.7,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide2_image9,yes,110,33,-,-,yes,16.4,-,look like WT except the plan of orientation,"no orientation medio-lateral for the group (but no feature to catch this phenotype), rest look like WT",good,
2020-02-06,Margaux Failla,EPH,Slide2_image10,yes,100,33.4,-,-,yes,35,-,look like WT,all look like WT,not good,
2020-02-06,Margaux Failla,EPH,Slide2_image11_left,yes,90,40.7,-,-,yes,33.9,-,problem migration,One of the ATM migrated in the trunk with the TVC,good,
2020-02-06,Margaux Failla,EPH,Slide2_image12_right,yes,95,32.8,-,-,yes,23.5,-,problem migration,One of the ATM migrated in the trunk with the TVC and divided,correct,
2020-02-06,Margaux Failla,EPH,Slide2_image13,yes,110,42.3,-,-,yes,22.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide2_image14_left,yes,110,44.1,-,-,yes,22.3,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,EPH,Slide2_image14_right,yes,95,35.6,-,-,yes,27.2,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,EPH,Slide2_image18,yes,95,33,-,-,yes,5.49,-,problem migration and division,One of the TVC didn't migrate and didn't divide in the tail /or the two TVC didn't divide in the trunk and one of the ATM divided in the tail,not good,
2020-02-06,Margaux Failla,EPH,Slide2_image19_left,yes,100,47.6,-,-,yes,15.8,-,problem division,One of the TVC didn't divide in the trunk,good,
2020-02-06,Margaux Failla,EPH,Slide2_image19_right,yes,84.8,32.8,-,-,yes,28.1,-,look like WT,all look like WT,correct,
2020-02-06,Margaux Failla,EPH,Slide2_image20,yes,110,42.8,-,-,yes,28.5,-,look like WT,all look like WT,not good,
2020-02-06,Margaux Failla,EPH,Slide2_image21,yes,110,47.9,-,-,yes,9.46,-,problem migration,one of the TVC didn't migrate and divided in the tail,correct,
2020-02-06,Margaux Failla,EPH,Slide2_image22_left,yes,125,52.5,-,-,yes,-,no distance - only one group in the trunk,problem migration and division,both ATM migrated in the trunk with TVCs and 1 ATM divided,good,
2020-02-06,Margaux Failla,EPH,Slide2_image22_right,yes,110,34.5,-,-,yes,25.6,-,problem migration and division,one ATM migrated in the trunk with TVCs and divided,good,
2020-02-06,Margaux Failla,EPH,Slide2_image23_left,yes,115,44.6,-,-,yes,42.4,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide2_image23_right,yes,105,39.2,-,-,yes,40.8,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide2_image24,yes,79.8,31.3,-,-,yes,3.63,in reality groups are connected,problem migration and division,one of the ATM migrated in the trunk with TVCs and divided,good,
2020-02-06,Margaux Failla,EPH,Slide2_image25_left,yes,74.5,27.5,-,-,yes,0,groups connected,problem migration and division,one of the ATM migrated in the trunk with TVCs and divided,good,ambigous between left and right
2020-02-06,Margaux Failla,EPH,Slide2_image25_right,yes,81.5,27.5,-,-,yes,26.8,-,look like WT,all look like WT,good,ambiguous between left and right
2020-02-06,Margaux Failla,EPH,Slide2_image26_left,yes,115,31.7,-,-,yes,20.8,-,problem migration and division,one of the ATM migrated in the trunk and divided with TVCs; the oritentation of the group is not medio-lateral but no feature to catch this),good,
2020-02-06,Margaux Failla,EPH,Slide2_image26_right,yes,115,31.7,-,-,yes,40.1,-,problem migration and division,one of the ATM migrated in the trunk with TVCs; and one of the TVC didn't divide,good,
2020-02-06,Margaux Failla,EPH,Slide2_image27_left,yes,74.6,35.4,-,-,yes,31.1,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide2_image27_right,yes,74.6,35.4,-,-,yes,21.8,-,problem migration and division,one of the TVC didn't migrate and didn't divide in the tail,good,
2020-02-06,Margaux Failla,EPH,Slide2_image28_left,yes,100,38.5,-,-,yes,29.3,-,look like WT,all look like WT,good,
2020-02-06,Margaux Failla,EPH,Slide2_image28_right,yes,100,32.4,-,-,yes,36.4,-,look like WT,all look like WT,correct,
2020-06-17,Yelena Bernadskaya,Tyrosinase,09072020_image1_left,yes,19.4,23,-,-,yes,16.8,-,look like WT,all look like WT,correct,
2020-06-17,Yelena Bernadskaya,Tyrosinase,09072020_image1_right,yes,35.1,36.3,-,-,yes,13.1,-,problem migration,"one of the TVC didn't migrate, it stayed in the tail and divided",good,
2020-06-17,Yelena Bernadskaya,Tyrosinase,09072020_image2,yes,11.7,13,-,-,yes,40.3,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Tyrosinase,09072020_image3_left,yes,9.99,22.7,-,-,yes,21.1,-,problem division,One of the TVC didn't divide in the trunk,good,
2020-06-17,Yelena Bernadskaya,Tyrosinase,09072020_image3_right,yes,11.3,18.2,-,-,yes,7.21,-,look like WT,all look like WT,correct,
2020-06-17,Yelena Bernadskaya,Tyrosinase,09072020_image4,yes,19.6,20.2,-,-,yes,33.5,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Tyrosinase,09072020_image5_left,yes,19.1,16.9,-,-,yes,33.3,-,look like WT,all look like WT,not good,
2020-06-17,Yelena Bernadskaya,Tyrosinase,09072020_image6_left,yes,14.8,16.5,-,-,yes,21.1,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Tyrosinase,09072020_image7,yes,13.7,22,-,-,yes,36.1,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Tyrosinase,09072020_image8,yes,13.7,17,-,-,yes,30.9,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Tyrosinase,09072020_image9,yes,14.1,15.1,-,-,yes,21.2,-,look like WT,all look like WT,correct,
2020-06-17,Yelena Bernadskaya,Tyrosinase,09072020_image10,yes,29.4,21.1,-,-,yes,25.7,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Depdc,07072020_image1_left,yes,15.6,11.7,-,-,yes,-,no distance - only one group in the trunk,problem migration and division,the 2 ATMs migrated in the trunk; and 2 cells divided but difficult to identify the cells,good,ambiguous phenotype for the left side
2020-06-17,Yelena Bernadskaya,Depdc,07072020_image1_right,yes,15.6,11.7,-,-,yes,31.5,-,problem orientation,"the 2 TVCs divided but not in the medio-lateral orientation, so all cells are aligned",correct,
2020-06-17,Yelena Bernadskaya,Depdc,07072020_image2,yes,32.2,12,-,-,yes,27.4,-,look like WT,all look like WT,good,
2020-06-17,Yelena Bernadskaya,Depdc,07072020_image3_right,yes,14.9,7.59,-,-,yes,28.3,-,problem migration and division,the ATMs migrated a bit in the trunk; and one of the ATM divided in the tail,correct,ambiguous phenotype for the right side
2020-06-17,Yelena Bernadskaya,Depdc,07072020_image4_left,yes,32.1,14.4,-,-,yes,22.9,-,look like WT,all look like WT,correct,
